headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
"Kerala CM, his wife & daughter involved in gold smuggling: Main accused Swapna Suresh","The prime accused in Kerala gold smuggling case, Swapna Suresh, on Tuesday claimed CM Pinarayi Vijayan, his wife Kamala and daughter Veena were involved in the scam. Suresh further said Vijayan's additional private secretary CM Raveendran, then Principal Secretary Nalini Netto and then minister KT Jaleel were also involved. ""I've filed a petition seeking protection in the court,"" she added.",2022-06-07,Shreyasi Banerjee,https://www.timesnownews.com/india/kerala-gold-smuggling-case-swapna-suresh-alleges-pinarayi-vijayan-wifes-involvement-article-92064547/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/7_tue/img_1654616199054_21.jpg?,https://inshorts.com/en/news/kerala-cm-his-wife-daughter-involved-in-gold-smuggling-main-accused-swapna-suresh-1654617110933,Times Now,Tuesday
Rajasthan BJP MLA Chandrakanta Meghwal gets notice in 5-yr-old case,"The Rajasthan Police has sent a notice to BJP MLA Chandrakanta Meghwal in a five-year-old assault case. Meghwal, who represents the Keshoraipatan assembly constituency, has been asked to appear before the police to cooperate in the investigation. Meghwal is among the BJP MLAs who are camping at a resort in Jaipur ahead of the Rajya Sabha polls.",2022-06-07,Deepika Bhatt,https://theprint.in/india/notice-to-bjp-mla-in-5-yr-old-case-bjp-links-it-to-rs-polls/987113/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/7_tue/img_1654618649968_233.jpg?,https://inshorts.com/en/news/rajasthan-bjp-mla-chandrakanta-meghwal-gets-notice-in-5yrold-case-1654620555415,The Print,Tuesday
BJYM leader arrested in Kanpur for objectionable post on Prophet,"Four days after violence broke out in UP's Kanpur, Bharatiya Janata Yuva Morcha (BJYM) leader Harshit Srivastava was arrested on Tuesday evening for his objectionable tweet on Prophet Muhammad. ""We will act against anyone who tries to play with religious sentiments,"" said Kanpur Police Commissioner Vijay Meena. The police lodged a complaint as soon as the post surfaced online.",2022-06-07,Nakul Ahuja,https://www.hindustantimes.com/cities/lucknow-news/bjym-leader-held-in-kanpur-for-objectionable-post-on-prophet-101654612923986-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/7_tue/img_1654620241709_419.jpg?,https://inshorts.com/en/news/bjym-leader-held-in-kanpur-for-objectionable-post-on-prophet-1654622922449,Hindustan Times,Tuesday
"Raj Cong MLA accuses BJP, Subhash Chandra of horse-trading; seeks FIR","Rajasthan Congress MLA Mahendra Choudhary sought an FIR against BJP leaders, including state BJP president Satish Poonia, and independent candidate Subhash Chandra for alleged horse-trading attempts ahead of Rajya Sabha polls. BJP and Chandra are trying to win by misusing central agencies like ED, Choudhary alleged. This comes after Chandra claimed that eight MLAs will cross vote in his favour.",2022-06-08,Atul Mishra,https://theprint.in/india/rajasthan-congress-alleges-horse-trading-bid-seeks-fir-against-chandra-bjp-leaders/987708/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/8_wed/img_1654678614974_628.jpg?,https://inshorts.com/en/news/raj-cong-mla-accuses-bjp-subhash-chandra-of-horsetrading-seeks-fir-1654681300693,The Print,Wednesday
"I've practically grown up in BJP, accept & respect its decision: Nupur on suspension","BJP's former National Spokesperson Nupur Sharma, who was suspended from BJP over her remarks on Prophet Muhammad, said she 'respects and accepts' the party's decision. ""I have practically grown up in the organisation,"" said Sharma. At least 15 nations have condemned the remarks with some seeking a public apology over remarks by Sharma and another ex-BJP leader Naveen Jindal.",2022-06-07,Sakshita Khosla,https://news.abplive.com/news/india/nupur-sharma-prophet-mohammad-remark-bjp-suspends-spokesperson-first-reaction-1536107/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/7_tue/img_1654617145048_410.jpg?,https://inshorts.com/en/news/ive-practically-grown-up-in-bjp-accept-respect-its-decision-nupur-on-suspension-1654617997090,ABP Live,Tuesday
"We've nothing to hide: Pawan Khera on ED summons to Sonia, Rahul Gandhi","As ED summoned Congress leaders Sonia Gandhi and Rahul Gandhi, party leader Pawan Khera said the Congress has nothing to hide. ""We're a law-abiding party...So, if they have been summoned, of course, they will go. We have nothing to hide,"" Khera added. Both the leaders have been summoned by the ED in connection with the National Herald case.",2022-06-08,Sakshi Sharma,https://www.timesnownews.com/india/we-are-law-abiding-party-nothing-to-hide-from-ed-congress-on-summons-to-sonia-rahul-gandhi-article-92081431/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/8_wed/img_1654686862671_57.jpg?,https://inshorts.com/en/news/weve-nothing-to-hide-pawan-khera-on-ed-summons-to-sonia-rahul-gandhi-1654688486701,Times Now,Wednesday
Action taken after Muslim countries protested: Owaisi on BJP leaders’ suspension,"AIMIM chief Asaduddin Owaisi said that PM Narendra Modi took action against Nupur Sharma and Naveen Kumar Jindal only after Muslim countries raised their voices. ""PM Modi took action after Muslim countries protested,"" Owaisi added. ""We are angry that the PM (Narendra Modi) did not pay heed to the Muslims who are residents of this country,"" he stated.",2022-06-08,Sakshi Sharma,https://www.hindustantimes.com/india-news/india-listens-to-muslim-countries-not-muslims-of-the-country-owaisi-on-nupur-sharma-naveen-jindal-101654647553985-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/8_wed/img_1654657410976_181.jpg?,https://inshorts.com/en/news/action-taken-after-muslim-countries-protested-owaisi-on-bjp-leaders-suspension-1654664697975,Hindustan Times,Wednesday
ED's recovery is proof of Satyendar Jain's honesty: BJP leader,"Criticising Aam Aadmi Party and Satyendar Jain after ED raids, BJP leader Shehzad Poonawalla said the recovery of ₹2.85 crore and 133 gold coins ""is proof of Satyendar Jain's honesty"". Poonawalla said, ""CM Arvind Kejriwal who claims to be the most honest, has not yet been able to take the resignation of his Health-Minister-turned-hawalaat-minister.""",2022-06-07,Apoorva Shankar,https://twitter.com/ANI/status/1534165834569879552?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/7_tue/img_1654611984121_518.jpg?,https://inshorts.com/en/news/eds-recovery-is-proof-of-satyendar-jains-honesty-bjp-leader-1654624460257,Twitter,Tuesday
Telangana BJP MLA booked for hurting religious sentiments,"Telangana BJP MLA Raja Singh has been booked for allegedly hurting religious sentiments of a community. He allegedly made derogatory remarks against Ajmer Sharif Dargah. The complainant, a resident of Hyderabad, said that a video of Singh making an offensive statement was viral on social media. The police said the authenticity of the video is yet to be confirmed.",2022-06-08,Saurabh Sinha,https://aninews.in/news/national/general-news/telangana-bjp-mla-booked-for-hurting-religious-sentiments20220608140556/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/8_wed/img_1654681531517_960.jpg?,https://inshorts.com/en/news/telangana-bjp-mla-booked-for-hurting-religious-sentiments-1654682821479,ANI,Wednesday
Feel very happy: Nitin Gadkari as NHAI sets Guinness World Record,"As the NHAI set a Guinness World Record by constructing a 75 km road in 105 hours and 33 minutes, Union Minister Nitin Gadkari said it’s a proud moment for the entire nation. ""Feel very happy to congratulate our exceptional team (at) NHAI,"" Gadkari added. The road was constructed in single lane on NH-53 section between Amravati and Akola .",2022-06-08,Sakshi Sharma,https://www.hindustantimes.com/india-news/i-am-very-happy-today-nitin-gadkari-as-india-sets-guinness-world-record-101654671599221-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/8_wed/img_1654680176965_668.jpg?,https://inshorts.com/en/news/feel-very-happy-nitin-gadkari-as-nhai-sets-guinness-world-record-1654686138920,Hindustan Times,Wednesday
