headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
"Price of domestic LPG cylinder crosses ₹1,000-mark as rate goes up by ₹3.50","The price of a 14.2-kg domestic LPG cylinder was hiked by ₹3.50 on Thursday, in the second such move this month. With this, the cost of a cylinder now crosses the ₹1,000-mark, according to ANI. With the price rise, a domestic LPG cylinder will cost ₹1,003 in Delhi and Mumbai, ₹1,029 in Kolkata, and ₹1,018.5 in Chennai from today.",2022-05-19,Apaar Sharma,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/19_thu/img_1652933476025_137.jpg?,https://inshorts.com/en/news/price-of-domestic-lpg-cylinder-crosses-₹1000mark-as-rate-goes-up-by-₹350-1652934225095,Inshorts,Thursday
Wheat shouldn't go the way of COVID-19 vaccines: India to West on exports at UN,"Calling out the West, India said that wheat should not go the way of the COVID-19 vaccines as it voiced concern over hoarding and discrimination amid the ""unjustified increase"" in food prices at the UN. ""It is necessary for all of us to adequately appreciate the importance of equity, affordability and accessibility when it comes to food grains,"" India said.",2022-05-19,Apaar Sharma,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/19_thu/img_1652930142248_35.jpg?,https://inshorts.com/en/news/wheat-shouldnt-go-the-way-of-covid19-vaccines-india-calls-out-west-on-exports-at-un-1652932612650,Inshorts,Thursday
"Sensex tanks 1,000 points, Nifty dips below 16,000-mark","Domestic equity market benchmarks Sensex and Nifty tumbled nearly 2% in early trade on Thursday. Sensex tanked over 1,000 points, giving up 54,000 level, while Nifty plunged over 300 points, giving up 16,000. Barring ITC, all Sensex shares opened in the red today. Meanwhile, the Indian rupee opened 11 paise lower at 77.69 against the US dollar.",2022-05-19,Anmol Sharma,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/19_thu/img_1652933626764_523.jpg?,https://inshorts.com/en/news/sensex-tanks-1000-points-nifty-dips-below-16000mark-1652934239775,Inshorts,Thursday
Rupee closes at new all-time low of 77.72 against US dollar,The Indian rupee closed at a new all-time low of 77.72 against the US dollar on Thursday. It marked the fifth record weak close for the rupee in the last 10 trading sessions. The Indian rupee's value was weighed down by a marketwide sell-off in equities and foreign fund outflows.,2022-05-19,Pragya Swastik,https://www.moneycontrol.com/mccode/currencies/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/19_thu/img_1652957343666_91.jpg?,https://inshorts.com/en/news/rupee-closes-at-new-alltime-low-of-7772-against-us-dollar-1652957963053,Moneycontrol,Thursday
"Sensex falls over 1,400 points to close at 52,792; TCS, Infosys shares tank 5%","The Sensex tanked 1,416 points on Thursday to close at 52,792, while the Nifty tanked 431 points to close at 15,809. The benchmark indices fell following heavy losses on Wall Street overnight. The IT stocks were the worst hit, with the shares of TCS and Infosys tanking by more than 5%.",2022-05-19,Pragya Swastik,https://www.financialexpress.com/market/share-market-today-live-updates-sensex-nifty-rupee-vs-dollar-sgx-nifty-sp-india-lowers-gdp-projection-19-may-2022-thursday/2530307/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/19_thu/img_1652954233482_925.jpg?,https://inshorts.com/en/news/sensex-falls-over-1400-points-to-close-at-52792-tcs-infosys-shares-tank-5-1652955558280,Financial Express,Thursday
"Investors lose ₹7 lakh crore as Sensex crashes over 1,400 points","The wealth of investors tumbled by ₹7 lakh crore on Thursday as the market's key indices, Sensex and Nifty, tumbled by more than 2.5%. While the Sensex closed 1,416 points lower to settle at 52,792, the Nifty ended 431 points lower, at 15,809. The key indices fell after an overnight selloff on Wall Street, the worst in two years.",2022-05-19,Pragya Swastik,https://theprint.in/economy/sensex-tumbles-1416-points-amid-global-market-meltdown-investors-lose-rs-7-lakh-cr/962597/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/19_thu/img_1652961652943_664.jpg?,https://inshorts.com/en/news/investors-lose-₹7-lakh-crore-as-sensex-crashes-over-1400-points-1652962809636,The Print,Thursday
"SpaceX paid $250,000 to a flight attendant sexually harassed by Musk: Report","SpaceX paid a flight attendant $250,000 to settle a sexual misconduct claim against CEO Elon Musk in 2018, as per a report. The flight attendant, who worked for Space X's corporate jet, accused Musk of exposing himself, rubbing her leg without her consent and offering to buy her a horse in exchange for an erotic massage in 2016.",2022-05-20,Ridham Gambhir,https://www.hindustantimes.com/world-news/spacex-paid-250-000-to-settle-sexual-harassment-claim-against-elon-musk-report-101653012400661-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/20_fri/img_1653013374847_921.jpg?,https://inshorts.com/en/news/spacex-paid-$250000-to-cover-up-musks-sexual-misconduct-in-2018-report-1653014903961,Hindustan Times,Friday
"Elon Musk loses $12 billion in a day after he tweets on politics, criticises ESG","Elon Musk lost $12 billion in a day after he took to Twitter to announce his political switch from Democrat to Republican and criticised Environmental, Social, and Governance (ESG). Musk remains the world's richest person, with a fortune of around $210 billion, according to the Bloomberg Billionaires Index. Musk called Democrats the party of division and hate.",2022-05-19,Ankush Verma,https://twitter.com/elonmusk/status/1526997132858822658?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/19_thu/img_1652928842638_4.jpg?,https://inshorts.com/en/news/elon-musk-loses-$12-billion-in-a-day-after-he-tweets-on-politics-criticises-esg-1652930069206,Twitter,Thursday
Politically motivated: Musk on report claiming he sexually harassed a flight attendant,"Responding to a report claiming he sexually harassed a flight attendant in 2016, Tesla CEO Elon Musk called the story a ""politically motivated hit piece"". When asked for a comment on the accusations, he said, ""If I were inclined to engage in sexual harassment, this is unlikely to be the first time in my...30-year career that it comes to light.""",2022-05-20,Ridham Gambhir,https://www.moneycontrol.com/news/trends/current-affairs-trends/elon-musk-sexually-harassed-a-flight-attendant-in-2016-alleges-report-his-response-8542891.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/20_fri/img_1653016508981_146.jpg?,https://inshorts.com/en/news/politically-motivated-musk-on-report-claiming-he-sexually-harassed-a-flight-attendant-1653017827703,Moneycontrol,Friday
"Musk shares meme, says 'Tesla on my mind 24/7' amid concerns about Twitter distraction","Tesla CEO Elon Musk on Friday tweeted a meme and wrote, ""Tesla is on my mind 24/7"" amid concerns that he was getting distracted by the Twitter acquisition deal. Sharing the meme, he wrote, ""So may seem like below, but not true. To be clear, I'm spending less than 5% (but actually) of my time on the Twitter acquisition.""",2022-05-20,Ridham Gambhir,https://www.reuters.com/markets/europe/tesla-investor-calls-share-buyback-after-musks-twitter-deal-hurts-stocks-2022-05-19/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/20_fri/img_1653015127345_198.jpg?,https://inshorts.com/en/news/musk-shares-meme-says-tesla-on-my-mind-247-amid-concerns-about-twitter-distraction-1653016012791,Reuters,Friday
