headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
Moderna shares jump 20% after new COVID-19 variant found in South Africa,"Shares of US vaccine maker Moderna soared as much as 25% and ended 20.57% higher on Friday after the detection of a new COVID-19 variant in South Africa. Pfizer shares ended 6% higher, while that of BioNTech closed 14% higher. Stocks related to staying at home also surged with Zoom Video shares rising as much as 11% in intraday trade.",2021-11-27,Kiran Khatri,https://www.businessinsider.in/stock-market/news/pandemic-related-stocks-from-zoom-to-moderna-jump-as-new-coronavirus-variant-raises-alarms-and-triggers-lockdowns/amp_articleshow/87935655.cms?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/27_sat/img_1637989804160_720.jpg?,https://inshorts.com/en/news/moderna-shares-jump-20-after-new-covid19-variant-found-in-south-africa-1637990646006,Business Insider India,Saturday
What are US vaccine makers doing to address new COVID-19 variant 'Omicron'?,"US vaccine maker Moderna said it's ""rapidly advancing"" a booster candidate for the new COVID-19 variant 'Omicron'. Pfizer said if 'Omicron' emerges as an ""escape variant"", it may be able to develop a tailor-made vaccine in around 100 days. Novavax said it's working on a vaccine to target the variant and may have a shot ready in next few weeks.",2021-11-27,Kiran Khatri,https://www.hindustantimes.com/world-news/will-develop-booster-shot-for-new-covid-variant-moderna-101637967163829-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/27_sat/img_1637989124222_370.jpg?,https://inshorts.com/en/news/what-are-us-vaccine-makers-doing-to-address-new-covid19-variant-omicron-1637990568442,Hindustan Times,Saturday
World trade body postpones its biggest meeting in 4 years over new COVID-19 variant,"The World Trade Organization (WTO) has postponed its ministerial conference, the global body's biggest meeting in four years, due to the emergence of a new COVID-19 variant 'Omicron' in South Africa. ""It is better to err on the side of caution...This new variant reminds us...of the urgency of the work we're charged with,"" WTO's Director-General Ngozi Okonjo-Iweala said.",2021-11-27,Kiran Khatri,https://twitter.com/wto/status/1464373048992219149?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/27_sat/img_1637985545959_879.jpg?,https://inshorts.com/en/news/world-trade-body-postpones-its-biggest-meeting-in-4-years-over-new-covid19-variant-1637986626954,Twitter,Saturday
Pic shows Jeff Bezos' effigy sitting on rocket during protest against Amazon in UK,"Extinction Rebellion protesters demonstrating against climate change blocked 13 Amazon distribution centres in the UK and carried an effigy of Amazon Founder Jeff Bezos sitting on top of a rocket. The fake rocket had ""to extinction and beyond"" and ""amazon crime"" written on it. The group said they're raising awareness against the ""exploitative and environmentally destructive business practices"".",2021-11-27,Arshiya Chopra,https://www.indy100.com/news/black-friday-jeff-bezos-xr-amazon-b1964695?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/27_sat/img_1638007252942_458.jpg?,https://inshorts.com/en/news/pic-shows-jeff-bezos-effigy-sitting-on-rocket-during-protest-against-amazon-in-uk-1638010563082,The Independent,Saturday
"Happy to lose $13 mn by quitting Facebook, Instagram: UK cosmetics retailer's CEO","UK cosmetics retailer Lush shut its Facebook, Instagram, and other social media accounts globally on Black Friday, citing harmful effects on teenagers. Lush CEO Mark Constantine told The Guardian he's ""happy"" to lose $13.3 million in sales by quitting Facebook. ""I...thought 'That's their own research...they're ignoring it and we're attracting people to their platform',"" the 69-year-old said.",2021-11-27,Kiran Khatri,https://www.businessinsider.in/retail/news/the-ceo-of-cosmetics-retailer-lush-says-hes-happy-to-lose-13-million-by-deleting-facebook-tiktok-snapchat-accounts-over-teen-mental-health-harms/amp_articleshow/87940682.cms?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/27_sat/img_1637997945401_259.jpg?,https://inshorts.com/en/news/happy-to-lose-$13-mn-by-quitting-facebook-instagram-uk-cosmetics-retailers-ceo-1638000831160,Business Insider India,Saturday
"Newly-listed Paytm posts ₹474 crore net loss in Q2, revenue jumps 64%","Paytm parent One97 Communications on Saturday reported a net loss of ₹474 crore during the July-September quarter as against ₹437 crore in the year-ago period. Its revenue from operations grew 64% year-on-year to ₹1,090 crore in the second quarter, driven by non-UPI payment volumes. Paytm recently got listed on stock exchanges at a 9% discount after India's biggest IPO ever.",2021-11-27,Kiran Khatri,https://www.moneycontrol.com/news/business/companies/paytm-posts-64-growth-in-revenue-from-operations-in-q2fy22-7767821.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/27_sat/img_1637993555802_997.jpg?,https://inshorts.com/en/news/newlylisted-paytm-posts-₹474-crore-net-loss-in-q2-revenue-jumps-64-1637994353461,Moneycontrol,Saturday
"ED summons Amazon India, Future Group officials over 2019 deal","Enforcement Directorate (ED) has summoned senior management of Future Group and Amazon India, including its country head Amit Agarwal, next week in connection with their deal in 2019. ED is reportedly examining whether Amazon violated Foreign Exchange Management Act (FEMA) when it invested ₹1,431 crore to buy 49% stake in Future Coupons (FCPL). FCPL owns 10% stake in Future Retail.",2021-11-28,Krishna Raj,https://www.timesnownews.com/amp/business-economy/companies/article/ed-summons-amazon-future-group-in-probe-of-fema-violation-allegations-in-2019-fcpl-deal/835913?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/28_sun/img_1638076999291_8.jpg?,https://inshorts.com/en/news/ed-summons-amazon-india-future-group-officials-over-2019-deal-1638078777187,Times Now,Sunday
Zoho CEO shares video of 2 snakes dancing together in rain in TN; calls it 'amazing',"Zoho CEO Sridhar Vembu has shared a video of two snakes dancing together in rain in Tamil Nadu. ""Amazing snake dance that happened today during heavy rains here in Tenkasi,"" Vembu said while thanking Akshaya Sivaraman, who recorded the video on her phone while going for a walk. ""Living with Nature is a gift by Almighty,"" a Twitter user reacted.",2021-11-27,Arshiya Chopra,https://twitter.com/svembu/status/1464206036525477897?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/26_fri/img_1637946804235_419.jpg?,https://inshorts.com/en/news/zoho-ceo-shares-video-of-2-snakes-dancing-together-in-rain-in-tn-calls-it-amazing-1637976645070,Twitter,Saturday
Ikea offers tiny 10-sqm home for less than $1 monthly rent in Japan,"Swedish furniture retailer Ikea is renting out a tiny 10-square-metre (107-square-foot) apartment in the Shinjuku district of Japan's Tokyo for ¥99 ($0.82). The apartment comes fully furnished with Ikea furniture and accessories designed to fit into the snug space and will be rented out with a lease until January 15, 2023. Ikea said it's accepting applications till December 3.",2021-11-26,Sakshita Khosla,https://www.businessinsider.in/international/news/ikea-japan-is-leasing-tiny-107-square-foot-homes-for-less-than-1-a-month/amp_articleshow/87902984.cms?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/26_fri/img_1637939685710_386.jpg?,https://inshorts.com/en/news/ikea-offers-tiny-10sqm-home-for-less-than-$1-monthly-rent-in-japan-1637940252149,Business Insider,Friday
RBI raises promoter stake cap in private banks to 26% after 15 yrs,"RBI said on Friday it has accepted 21 out of the 33 recommendations made by a working group. This includes raising the cap on promoters' stake in private banks to 26% of paid-up voting equity share capital after 15 years, from the current 15%. The promoters may choose to bring down their stake to below 26% after the lock-in period.",2021-11-26,Hiral Goyal,https://www.bloombergquint.com/business/rbi-stays-away-from-corporate-entry-into-banks-allows-higher-promoter-stake?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/26_fri/img_1637935257057_286.jpg?,https://inshorts.com/en/news/rbi-raises-promoter-stake-cap-in-private-banks-to-26-after-15-yrs-1637938094781,BloombergQuint,Friday
P&G recalls certain Old Spice deodorants after cancer-causing chemical found,"Procter & Gamble (P&G) has announced that it's voluntarily recalling certain Old Spice and Secret aerosol spray antiperspirants in the US with expiration dates through September 2023. This comes after it found the presence of benzene, a cancer-causing chemical, in certain products. However, it added that the levels of chemical detected ""wouldn't be expected to cause adverse health consequences"".",2021-11-27,Kiran Khatri,https://www.businessinsider.in/retail/news/procter-gamble-is-recalling-some-old-spice-and-secret-antiperspirants-after-a-cancer-causing-chemical-was-detected/amp_articleshow/87938281.cms?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/27_sat/img_1638007008833_420.jpg?,https://inshorts.com/en/news/pg-recalls-certain-old-spice-deodorants-after-cancercausing-chemical-found-1638008553634,Business Insider India,Saturday
"I exercise 5 days a week, get good sleep: Rishad Premji on dealing with burnout","When asked about how Wipro Chairman Rishad Premji deals with a burnout amid the COVID-19 pandemic, he said at a conclave, ""I exercise five days a week and get good sleep."" ""The pandemic has taught us that life isn't just about work and hence drawing a line from a young age is very important,"" he added.",2021-11-27,Kiran Khatri,https://www.moneycontrol.com/news/business/wipros-culture-is-changing-but-values-will-not-rishad-premji-7767231.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/27_sat/img_1638012377522_259.jpg?,https://inshorts.com/en/news/learnt-from-pandemic-that-life-isnt-just-about-work-wipros-rishad-premji-1638013565985,Moneycontrol,Saturday
One of my biggest regrets is losing Hindustan Zinc in 2002: Birla,"Kumar Mangalam Birla, the Chairman of Aditya Birla Group, said that one of the biggest regrets in his life was losing Hindustan Zinc to Vedanta in 2002. ""We had lost it by a whisker. There were some inventories which we had not accounted for, otherwise we could have made it,"" said Birla during the ICC's Annual Session and AGM.",2021-11-27,Hiral Goyal,https://www.financialexpress.com/industry/made-mistakes-in-telecom-business-kumar-mangalam-birla/2376998/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/27_sat/img_1638002922517_102.jpg?,https://inshorts.com/en/news/one-of-my-biggest-regrets-is-losing-hindustan-zinc-in-2002-birla-1638004511729,Financial Express,Saturday
Serum Institute resumes COVID-19 vaccine exports to COVAX after months,World's largest vaccine manufacturer Serum Institute of India on Friday shipped the first batch of its COVID-19 vaccine to the COVAX vaccine-sharing platform after an eight-month hiatus. SII said the resumption came after it surpassed its original target to produce 1 billion doses of Covishield by the end of 2021. The vaccines will be distributed to low- and middle-income countries.,2021-11-26,Hiral Goyal,https://www.reuters.com/world/india/indias-serum-institute-resumes-covishield-vaccine-exports-under-covax-facility-2021-11-26/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/26_fri/img_1637932429098_951.jpg?,https://inshorts.com/en/news/serum-institute-resumes-covid19-vaccine-exports-to-covax-after-months-1637934609674,Reuters,Friday
Subsidies should be eliminated: Musk as Tesla forgoes German aid,"After Tesla withdrew application for state aid for its planned battery factory in Germany, CEO Elon Musk said, ""It has always been (the company's) view that all subsidies should be eliminated."" Tesla was expected to receive €1.14 billion in funding under the plan. The company itself is investing €5 billion in the battery plant, according to German Economy Ministry's estimates.",2021-11-26,Hiral Goyal,https://www.reuters.com/business/autos-transportation/tesla-withdrew-state-funding-application-german-battery-plant-economy-ministry-2021-11-26/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/26_fri/img_1637941043193_243.jpg?,https://inshorts.com/en/news/subsidies-should-be-eliminated-musk-as-tesla-forgoes-german-aid-1637944104206,Reuters,Friday
El Salvador bought 100 more coins: President as Bitcoin falls 7.7%,"El Salvador's President Nayib Bukele on Friday said that his country bought 100 more Bitcoins after the world's largest cryptocurrency declined 7.7% to below $55,000. ""El Salvador just bought the dip. 100 extra coins acquired with a discount,"" Bukele tweeted. Last week, Bukele announced plans to build the world's first ""Bitcoin City"" in El Salvador, funded initially by Bitcoin-backed bonds.",2021-11-27,Hiral Goyal,https://www.bloombergquint.com/onweb/el-salvador-bought-the-dip-acquiring-100-more-bitcoin?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/27_sat/img_1638004864608_747.jpg?,https://inshorts.com/en/news/el-salvador-bought-100-more-coins-president-as-bitcoin-falls-77-1638006269904,BloombergQuint,Saturday
Lower import duty on EVs for some time will help boost demand: BMW India CEO,"BMW Group India President and CEO Vikram Pawah said reduction in import duties on electric vehicles (EVs) for a limited time or for limited number of units will help create demand for them. It will also help in manufacturing EVs and bring new technologies quicker to India, he added. BMW will launch three EVs in India in next six months.",2021-11-28,Krishna Raj,https://www.latestly.com/agency-news/latest-news-bmw-says-lower-import-duties-on-evs-for-some-time-can-help-in-boosting-demand-mfng-of-such-vehicles-locally-3099278.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/28_sun/img_1638083075519_435.jpg?,https://inshorts.com/en/news/lower-import-duty-on-evs-for-some-time-will-help-boost-demand-bmw-india-ceo-1638084707333,LatestLY,Sunday
