headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
12 RS MPs suspended for Winter Session over unruly conduct in previous session,"Rajya Sabha has suspended 12 members on the first day of Winter Session for alleged unruly behaviour during the Monsoon Session. Shiv Sena's Priyanka Chaturvedi and Anil Desai, TMC's Dola Sen and Shanta Chhetri, CPM's Elamaram Kareem, Congress's Phulo Devi Netam, Chhaya Verma, R Bora, Rajmani Patel, Syed Nasir Hussain, Akhilesh Singh, CPI's Binoy Viswam were suspended for Winter Session.",2021-11-29,Sakshita Khosla,https://www.hindustantimes.com/india-news/12-rajya-sabha-mps-suspended-for-rest-of-winter-session-in-parliament-101638179743268-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/29_mon/img_1638183210976_329.jpg?,https://inshorts.com/en/news/12-rs-mps-suspended-for-winter-session-over-unruly-conduct-in-previous-session-1638184365821,Hindustan Times,Monday
"'Lok Sabha attractive place to work', says Tharoor on selfie with women MPs; apologises","Congress MP Shashi Tharoor on Monday shared a selfie with six women MPs while captioning it as, ""Who says the Lok Sabha isn’t an attractive place to work?"" While social media users began to react to it, Tharoor later tweeted, ""The whole selfie thing was done (at the women MPs' initiative) in great good humour...I'm sorry some people are offended.""",2021-11-29,Ridham Gambhir,https://twitter.com/ShashiTharoor/status/1465201613274955781?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1465201613274955781%7Ctwgr%5E%7Ctwcon%5Es1_&utm_campaign=fullarticle&utm_medium=referral&ref_url=https%3A%2F%2Fwww.ndtv.com%2Findia-news%2Fshashi-tharoors-attractive-place-to-work-pic-with-women-kicks-up-row-2628996&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/29_mon/img_1638174402022_669.jpg?,https://inshorts.com/en/news/lok-sabha-attractive-place-to-work-says-tharoor-on-selfie-with-women-mps-apologises-1638176470332,Twitter,Monday
"Parliament passes Bill to repeal 3 farm laws without discussion, Opposition protests","The Rajya Sabha on Monday passed the Farm Laws Repeal Bill, 2021 through voice vote without any discussion amid ruckus by Opposition in the Upper House. The Bill was passed in the Lok Sabha, earlier in the day, without any discussion. The Bill seeks to repeal three farm laws against which farmers are protesting around Delhi for over a year.",2021-11-29,Apaar Sharma,https://twitter.com/ANI/status/1465239185296531458?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/29_mon/img_1638176035313_787.jpg?,https://inshorts.com/en/news/parliament-passes-bill-to-repeal-3-farm-laws-without-discussion-opposition-protests-1638176733806,Twitter,Monday
"12 MPs showed no remorse, suspension won't be revoked: RS Chairman Naidu","Rajya Sabha Chairman M Venkaiah Naidu on Tuesday said the suspension of 12 MPs will not be revoked since they have ""not expressed remorse"". The Rajya Sabha on Monday suspended the MPs for alleged unruly behaviour during the Monsoon Session. ""The bitter experience of the last Monsoon Session still continues to haunt most of us,"" Naidu had earlier said.",2021-11-30,Shreyasi Banerjee,https://www.aninews.in/news/national/politics/winter-session-naidu-rejects-revocation-of-suspension-of-12-mps-opposition-members-stage-walkout-from-rs20211130120324/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/30_tue/img_1638255841785_865.jpg?,https://inshorts.com/en/news/12-mps-showed-no-remorse-suspension-wont-be-revoked-rs-chairman-naidu-1638257859584,ANI,Tuesday
"Govt ready to discuss, reply on all issues in Parliament, says PM Modi","As the Parliament’s Winter Session commenced on Monday, PM Narendra Modi said the Centre is ready to discuss all issues and answer all the questions in the House during this session. “We should debate in the Parliament, and maintain the decorum of the proceedings. This is an important session. The citizens of the country want a productive session,” PM said.",2021-11-29,Sakshi Sharma,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/29_mon/img_1638164557971_727.jpg?,https://inshorts.com/en/news/govt-ready-to-discuss-reply-on-all-issues-in-parliament-says-pm-modi-1638167808060,Inshorts,Monday
"Sonia, Rahul Gandhi participate in Cong’s protest demanding repeal of farm laws","Congress Interim President Sonia Gandhi led the party’s protest demanding repeal of the Centre’s three farm laws, in front of Mahatma Gandhi’s statue inside the Parliament premises on Monday. Congress leaders Rahul Gandhi, Mallikarjun Kharge and Adhir Ranjan Chowdhury also participated in the protest. This comes as the Winter Session of Parliament began in both the Houses on Monday.",2021-11-29,Sakshi Sharma,https://aninews.in/news/national/politics/winter-session-sonia-rahul-gandhi-participate-in-congs-protest-demanding-repeal-of-farm-laws20211129105805/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/29_mon/img_1638166358632_648.jpg?,https://inshorts.com/en/news/sonia-rahul-gandhi-participate-in-congs-protest-demanding-repeal-of-farm-laws-1638170007870,ANI News,Monday
Apologise: Minister Piyush Goyal to 12 suspended MPs of Rajya Sabha,"Union Minister Piyush Goyal asked 12 MPs of the Opposition, who were suspended from the Rajya Sabha for their alleged unruly behaviour in the Monsoon Session, to apologise. ""There was whistling, hooting, one MP had tried to vandalise an LED screen, few MPs attacked women marshals in...Monsoon Session,"" he said, adding that action was important for protecting ""sanctity of House"".",2021-11-30,Shalini Ojha,https://www.hindustantimes.com/india-news/piyush-goyal-asks-suspended-mps-to-apologise-for-their-conduct-in-rajya-sabha-101638264128574-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/30_tue/img_1638270010967_451.jpg?,https://inshorts.com/en/news/apologise-minister-piyush-goyal-to-12-suspended-mps-of-rajya-sabha-1638272356937,Hindustan Times,Tuesday
I took the selfie: Mimi Chakraborty amid row over Tharoor's viral pic with women MPs,"Amid a row over Congress MP Shashi Tharoor’s selfie with women MPs, Trinamool Congress MP Mimi Chakraborty said the picture was actually clicked by her. She was responding to a comment by MLA Rajesh Nagar who criticised Tharoor for taking selfies with women. Earlier, Tharoor while sharing the picture, wrote, ""Who says Lok Sabha isn’t an attractive place to work?""",2021-11-29,Ridham Gambhir,https://twitter.com/mimichakraborty/status/1465296249179959302?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/29_mon/img_1638193400649_359.jpg?,https://inshorts.com/en/news/i-took-the-selfie-mimi-chakraborty-amid-row-over-tharoors-viral-pic-with-women-mps-1638195470422,Twitter,Monday
Lok Sabha passes Farm Laws Repeal Bill amid Opposition protest to discuss Bill,"Lok Sabha on Monday passed Farm Laws Repeal Bill, 2021 to repeal three farm laws against which the farmers are protesting around Delhi for over a year. Union Agriculture Minister Narendra Singh Tomar tabled the bill amid sloganeering by Opposition MPs. Leader of Congress Party in Lok Sabha Adhir Ranjan Chowdhury demanded discussion on the Bill before it was passed.",2021-11-29,Apaar Sharma,https://twitter.com/ANI/status/1465209604250345477?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/29_mon/img_1638168420326_660.jpg?,https://inshorts.com/en/news/lok-sabha-passes-farm-laws-repeal-bill-amid-opposition-protest-to-discuss-bill-1638169833030,ANI,Monday
"BJP poster on slum dwellers shows Tamil writer Perumal Murugan, he says 'I'm delighted'","BJP's Delhi unit mistakenly used a photograph of noted Tamil writer Perumal Murugan with a group of people meant to represent residents of slums in its posters to promote slum outreach campaign in the national capital. BJP said it will check with the design team about what happened, however Murugan said, ""I myself belong to slums, so I am delighted.""",2021-11-30,Apaar Sharma,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2021/11_nov/30_tue/img_1638251763094_70.jpg?,https://inshorts.com/en/news/bjp-poster-on-slum-dwellers-shows-tamil-writer-perumal-murugan-he-says-im-delighted-1638253077218,Inshorts,Tuesday
