headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
BJP's Rahul Narwekar to be the new Maharashtra Assembly Speaker,"First-time Bharatiya Janata Party (BJP) MLA Rahul Narwekar will be the new Maharashtra Assembly Speaker. He won 164 votes, while 144 is the halfway mark. An advocate by profession, Narwekar, who had been associated with the Shiv Sena as well as the NCP in the past, joined the BJP in the run-up to the October 2019 Maharashtra Assembly elections.",2022-07-03,Apaar Sharma,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/3_sun/img_1656829131393_83.jpg?,https://inshorts.com/en/news/bjps-rahul-narwekar-to-be-the-new-maharashtra-assembly-speaker-1656830014216,Inshorts,Sunday
"Maharashtra CM Shinde, rebel Sena MLAs arrive in Mumbai from Goa","Maharashtra Chief Minister Eknath Shinde, along with his faction of MLAs, on Saturday evening reached Mumbai from Goa, where the rebel Shiv Sena MLAs were camping after returning from Assam's Guwahati. This comes after Shiv Sena chief Uddhav Thackeray removed Shinde from the post of leader in the party for indulging in ""anti-party activities"".",2022-07-02,Shreyasi Banerjee,https://www.timesnownews.com/india/maharashtra-politics-chief-minister-eknath-shinde-faction-shiv-sena-mlas-legislators-leave-goa-reaches-mumbai-article-92619475/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/2_sat/img_1656781714264_174.jpg?,https://inshorts.com/en/news/maharashtra-cm-shinde-rebel-sena-mlas-arrive-in-mumbai-from-goa-1656782416056,Times Now,Saturday
"Akhilesh dissolves all SP executive units, except party's UP chief post","Samajwadi Party (SP) chief Akhilesh Yadav has dissolved all of the party's national, state and district executive bodies, except its Uttar Pradesh President post, with immediate effect. ""National presidents, state presidents, district presidents of all...party's organisations, including youth and women's wings, have also been dissolved,"" SP tweeted. However, SP didn't give any reason for the move.",2022-07-03,Medhaa Gupta,https://www.hindustantimes.com/india-news/akhilesh-yadav-s-big-rejig-in-samajwadi-party-week-after-lok-sabha-bypolls-rampur-azamgarh-101656833676151-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/3_sun/img_1656836000179_702.jpg?,https://inshorts.com/en/news/akhilesh-dissolves-all-sp-executive-units-except-partys-up-chief-post-1656839322673,Hindustan Times,Sunday
TV anchor falsely claims Rahul Gandhi called Udaipur killers 'children'; FIR filed,"An FIR has been filed against TV news anchor Rohit Ranjan, BJP MP Rajyavardhan Singh Rathore and others for allegedly misrepresenting Rahul Gandhi's remarks on the vandalisation of his office in Kerala as his statement on Udaipur killing. Rahul called the SFI activists who vandalised his office ""children"", but his comments were aired as remarks on Udaipur murder accused.",2022-07-03,Apaar Sharma,https://www.hindustantimes.com/india-news/fir-against-rathore-tv-anchor-for-misquoting-rahul-gandhi-remark-101656791162327-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/3_sun/img_1656835570630_816.jpg?,https://inshorts.com/en/news/tv-anchor-falsely-claims-rahul-gandhi-called-udaipur-killers-children-fir-filed-1656835751026,Hindustan Times,Sunday
"When tiger comes, foxes run away: BJP as T'gana CM skips welcoming PM","After Telangana CM K Chandrashekar Rao skipped PM Narendra Modi's welcome ceremony at Hyderabad airport on Saturday, state BJP chief Bandi Sanjay Kumar said, ""When the tiger comes, foxes run away."" ""Now, when the tiger has come, he (KCR) is running away. We do not know why is he doing this,"" Kumar further said.",2022-07-02,Shreyasi Banerjee,https://www.timesnownews.com/india/telangana-bjp-chief-bandi-sanjay-kumar-attacks-cm-kcr-k-chandrashekar-rao-for-not-receiving-pm-narendra-modi-at-airport-when-tiger-comes-foxes-run-away-article-92622555/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/2_sat/img_1656779914855_307.jpg?,https://inshorts.com/en/news/when-tiger-comes-foxes-run-away-bjp-as-tgana-cm-skips-welcoming-pm-1656781765116,Times Now,Saturday
Cong leader says 'Deve Gowda will soon be carried by 4'; apologises,"Following criticism, Congress leader KN Rajanna has apologised for his remarks on former PM HD Deve Gowda in which he apparently suggested that the latter's end was near, saying, ""I regret if my words have hurt him, his family or well-wishers...I apologise."" Earlier, Rajanna said, ""Deve Gowda is presently being carried by two people. Soon, four people will carry him.""",2022-07-03,Medhaa Gupta,https://www.hindustantimes.com/cities/bengaluru-news/deve-gowda-will-soon-be-carried-by-4-congress-leader-says-sorry-facing-flak-101656745704366-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/3_sun/img_1656824690167_292.jpg?,https://inshorts.com/en/news/cong-leader-says-deve-gowda-will-soon-be-carried-by-4-apologises-1656827785831,Hindustan Times,Sunday
"Will miss Aarey protest, have to attend Assembly session: Aaditya","Shiv Sena leader Aaditya Thackeray on Sunday said he would miss the protest for Aarey forest as he has to attend the State Assembly session. He urged the newly-formed CM Eknath Shinde-led government to reconsider its decision to build the metro car shed in Mumbai's Aarey colony. ""Don't cast the hate for us on to our beloved Mumbai,"" he tweeted.",2022-07-03,Saurabh Sinha,https://twitter.com/AUThackeray/status/1543458073154654209?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/3_sun/img_1656826572044_958.jpg?,https://inshorts.com/en/news/will-miss-aarey-protest-have-to-attend-assembly-session-aaditya-1656830640985,Twitter,Sunday
Shiv Sena legislative party office sealed ahead of Assembly session,"Ahead of the special session in Maharashtra Assembly to elect the Speaker, the legislative party office of Shiv Sena in the Assembly was sealed. ""We've locked up the office,"" said Shiv Sena leader Aaditya Thackeray. The rebel MLAs arrived at the Vidhan Sabha after leaving Hotel Trident in Mumbai. BJP MLAs, including Deputy CM Devendra Fadnavis, also arrived.",2022-07-03,Saurabh Sinha,https://twitter.com/ANI/status/1543449995222720512?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/3_sun/img_1656825244039_592.jpg?,https://inshorts.com/en/news/eknath-shindeled-shiv-sena-faction-seals-legislative-party-office-1656826783905,ANI,Sunday
"Insulted institution of both CM, PM: Union Minister as T'gana CM skips welcoming PM","After Telangana CM K Chandrashekar Rao skipped PM Narendra Modi’s welcome ceremony at Hyderabad airport on Saturday, Union Minister Dharmendra Pradhan said, ""Telangana CM has insulted the institution of both CM and PM"". ""CM KCR can hide but his corrupt politics will not remain hidden,"" Pradhan added. ""Cooperative federalism in letter and spirit is cornerstone of our democracy,"" he stated.",2022-07-03,Sakshi Sharma,https://www.timesnownews.com/india/he-insulted-institution-of-both-cm-pm-bjp-slams-kcr-for-not-receiving-pm-modi-at-hyderabad-airport-article-92619061/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/3_sun/img_1656819661071_162.jpg?,https://inshorts.com/en/news/insulted-institution-of-both-cm-pm-union-minister-as-tgana-cm-skips-welcoming-pm-1656827090135,Times Now,Sunday
Need development but not at cost of environment: Amit Thackeray on Aarey shed plan,"MNS chief Raj Thackeray’s son Amit Thackeray called Eknath Shinde-led government’s move to build the metro car shed in Mumbai's Aarey colony, ""shocking"". ""We definitely need development but not at the cost of environment,"" Amit said. ""If our environment is completely destroyed then there will be no one left for politics or to be ruled upon,"" he added.",2022-07-03,Sakshi Sharma,https://www.hindustantimes.com/india-news/raj-thackeray-s-son-amit-against-new-govt-s-aarey-decision-says-shocking-101656821412772-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/3_sun/img_1656826180752_413.jpg?,https://inshorts.com/en/news/need-development-but-not-at-cost-of-environment-amit-thackeray-on-aarey-shed-plan-1656834523216,Hindustan Times,Sunday
