headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
Price of 19-kg commercial LPG cylinder cut by ₹135; new price list for cities released,"The price of a 19-kg commercial LPG cylinder has been reduced by ₹135, according to news agency ANI. A commercial cylinder will now cost ₹2,219 in Delhi, ₹2,171.50 in Mumbai, ₹2,322 in Kolkata and ₹2,373 in Chennai, ANI reported. New rates are effective from today.",2022-06-01,Apaar Sharma,https://twitter.com/ANI/status/1531826859456929792?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/1_wed/img_1654052568855_352.jpg?,https://inshorts.com/en/news/price-of-19kg-commercial-lpg-cylinder-cut-by-₹135-new-price-list-for-cities-released-1654053795252,ANI,Wednesday
"Vistara pilot lands plane without proper training, airline fined ₹10 lakh","Aviation regulator DGCA has imposed ₹10 lakh as fine on Vistara for letting an improperly trained pilot land an aircraft with passengers on board at the Indore airport. The pilot, who was the first officer, landed the aircraft without getting the requisite training in a simulator. ""This was a serious violation endangering lives of the passengers on board,"" officials said.",2022-06-02,Apaar Sharma,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/06_jun/2_thu/img_1654152798244_790.jpg?,https://inshorts.com/en/news/vistara-pilot-lands-plane-without-proper-training-airline-fined-₹10-lakh-1654154649218,Inshorts,Thursday
"Over 70,000 petrol pump dealers in 24 states/UTs to not buy fuel from oil firms today","Over 70,000 petrol pump dealers across 24 states and UTs will not purchase fuel from oil companies on Tuesday to protest against the lack of hike in dealer commission. ""There was an agreement between companies and dealer associations that dealer margins will be revised every six months. However, it hasn't been revised since 2017,"" Delhi Petroleum Dealers' Association President said.",2022-05-31,Apaar Sharma,https://www.thenewsminute.com/article/petrol-pump-dealers-24-states-go-no-purchase-day-may-31-164518?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/31_tue/img_1653973373952_610.jpg?,https://inshorts.com/en/news/over-70000-petrol-pump-dealers-in-24-statesuts-to-not-buy-fuel-from-oil-firms-today-1653974699454,The News Minute,Tuesday
India's GDP grows 8.7% in 2021-22 compared to 6.6% contraction in 2020-21,"India's GDP grew 8.7% in the financial year 2021-22, as compared to a contraction of 6.6% in 2020-21, as per provisional estimates released by the Ministry of Statistics and Programme Implementation on Tuesday. In January-March quarter (Q4), the GDP growth slowed to 4.1%, compared to a 5.4% growth during the October-December quarter (Q3) of 2021-2022.",2022-05-31,Hiral Goyal,https://twitter.com/bsindia/status/1531608122413883393?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/31_tue/img_1653999184709_350.jpg?,https://inshorts.com/en/news/indias-gdp-grows-87-in-202122-compared-to-66-contraction-in-202021-1654000543367,Twitter,Tuesday
Samsung to shut LCD panel manufacturing over reduced profits: Report,"Samsung is reportedly planning to shut down its LCD panel manufacturing amid competition with its Chinese and Taiwanese counterparts. As per a report, Samsung Display will focus on manufacturing OLED and QD panels, and its employees are expected to be transferred to the QD business. Reportedly, the main reason for the shutting down of LCD panel production is reduced profits.",2022-05-31,Ridham Gambhir,https://www.latestly.com/technology/samsung-reportedly-planning-to-close-its-lcd-panel-manufacturing-soon-3768844.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/31_tue/img_1653977504887_819.jpg?,https://inshorts.com/en/news/samsung-to-shut-lcd-panel-manufacturing-over-reduced-profits-report-1653980351408,LatestLY,Tuesday
"Mahindra & Mahindra shares hit record high of ₹1,033 after Q4 results","Shares of Mahindra and Mahindra hit a record high of ₹1,033 apiece on the BSE during Tuesday’s intraday trading. On Saturday, the company reported a nearly five-fold jump in its standalone profit of ₹1,192 crore for the quarter that ended on March 31, 2022, as compared to ₹245 crore profit posted for the year-ago period, it said in a statement.",2022-05-31,Ridham Gambhir,https://www.financialexpress.com/market/share-market-today-live-updates-sensex-nifty-rupee-vs-dollar-sgx-nifty-in-red-gdp-data-today-31-may-tuesday/2543055/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/31_tue/img_1653980509695_869.jpg?,https://inshorts.com/en/news/mahindra-mahindra-shares-hit-record-high-of-₹1033-after-q4-results-1653981634863,Financial Express,Tuesday
"Zomato shares surge over 48% in May, m-cap nears ₹60,000 crore","Shares of Zomato have surged over 48% in May with its total market capitalisation at ₹59,052 crore after the stock closed at ₹75 on Tuesday. The stock had hit a low of ₹50 apiece on May 11. Last week, Zomato announced its March quarter earnings and reported a loss of ₹360 crore and a 75% increase in consolidated revenue.",2022-05-31,Ridham Gambhir,https://www.moneycontrol.com/news/business/ipo/zomato-shares-surge-48-in-last-one-month-brokerages-raise-target-price-8612341.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/31_tue/img_1653994884723_523.jpg?,https://inshorts.com/en/news/zomato-shares-surge-over-48-in-may-mcap-nears-₹60000-crore-1653996491999,Moneycontrol,Tuesday
Indiabulls' e-commerce firm Yaari fires 60% of its workforce: Report,"Indiabulls' e-commerce platform Yaari has laid off around 150 employees, about 60% of its entire workforce, over the last 30 days, Moneycontrol reported. Yaari is planning to shut down business operations and merge with Dhani, another Indiabulls entity, Moneycontrol quoted a former Yaari employee as saying. As per reports, Yaari did not give any notice period to the fired employees.",2022-05-31,Hiral Goyal,https://www.moneycontrol.com/news/business/startup/indiabulls-e-commerce-platform-yaari-lays-off-over-150-employees-8615301.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/31_tue/img_1654016137724_900.jpg?,https://inshorts.com/en/news/indiabulls-ecommerce-firm-yaari-fires-60-of-its-workforce-report-1654017238499,Moneycontrol,Tuesday
"CCI probing alleged nexus between e-comm firms, their sellers: Report","Competition Commission of India's (CCI) investigation arm is reviewing documents that suggest financial dealings between leading e-commerce companies and their preferred sellers, the Economic Times reported. The documents were reportedly found during raids on vendors last month following allegations that Amazon and Flipkart violated competition law. The CCI arm has sought time to review documents.",2022-05-31,Hiral Goyal,https://www.thequint.com/amp/story/tech-and-auto/tech-news/cci-probes-nexus-between-e-commerce-firms-sellers?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/31_tue/img_1653990272416_942.jpg?,https://inshorts.com/en/news/cci-probing-alleged-nexus-between-ecomm-firms-their-sellers-report-1653991839277,The Quint,Tuesday
India's fiscal deficit at 6.7% of GDP in 2021-22,"The central government's fiscal deficit stood at 6.7% of the GDP (gross domestic product) for 2021-22, lower than 6.9% estimated by the Ministry of Finance in the revised Budget 2022 estimates. During Budget 2022, the fiscal deficit was revised to ₹15.91 lakh crore. According to data shared on Tuesday, India's fiscal deficit for the financial year was ₹15.87 lakh crore.",2022-05-31,Hiral Goyal,https://www.moneycontrol.com/news/business/economy/centres-fy22-fiscal-deficit-at-rs-15-87-lakh-crore-99-7-of-revised-target-8610721.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/31_tue/img_1653994299157_913.jpg?,https://inshorts.com/en/news/indias-fiscal-deficit-at-67-of-gdp-in-202122-1653995145058,Moneycontrol,Tuesday
