headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
Andhra CM inducts 14 new ministers into Cabinet in massive reshuffle,"Andhra Pradesh Chief Minister Jagan Mohan Reddy has reconstituted his Cabinet and inducted 14 new ministers. He has retained 11 ministers, including Deputy CM K Narayanaswamy, Women and Child Welfare Minister Taneti Vanita and Social Welfare Minister Pinipe Viswarupu. The revamped Cabinet will see 68% representation from Scheduled Castes, Scheduled Tribes and Backward Classes.",2022-04-10,Deepika Bhatt,https://www.timesnownews.com/india/andhra-pradesh-cabinet-undergoes-massive-rejig-68-representation-for-minorities-details-article-90762637/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/04_apr/10_sun/img_1649601739549_930.jpg?,https://inshorts.com/en/news/andhra-cm-inducts-14-new-ministers-into-cabinet-in-massive-reshuffle-1649606857665,Times Now,Sunday
"Students clash in JNU over non-veg food, Ram Navami pooja; some injured","Some students in Delhi's JNU sustained injuries following a clash between members of ABVP and the Left-wing over the consumption of non-vegetarian food and the conduct of Ram Navami pooja. ABVP allegedly tried to stop non-veg from being cooked in Kaveri hostel mess. As per ABVP, however, Left-wing students tried to disrupt Ram Navami pooja. Police have been called in.",2022-04-10,Sakshita Khosla,https://www.hindustantimes.com/cities/left-abvp-in-jnu-trade-charges-as-students-clash-over-non-veg-food-on-ram-navami-101649607646947-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/04_apr/10_sun/img_1649610471448_76.jpg?,https://inshorts.com/en/news/students-clash-in-jnu-over-nonveg-food-ram-navami-pooja-some-injured-1649611464299,Hindustan Times,Sunday
"Congress leader questions Smriti Irani on rising petrol, LPG prices in flight","Netta D'Souza, the Acting President of All India Mahila Congress, questioned Union Minister Smriti Irani on a flight about increasing prices of petrol and LPG. Irani initially said that D'Souza was ""blocking the way"", and when the minister was asked about ""stoves without gas"", she said, ""please don't lie"". Recently, petrol prices were hiked 14 times in 16 days.",2022-04-10,Pragya Swastik,https://twitter.com/dnetta/status/1513043536635400204?s=20&t=f47GXVokBf45mCneDR6JBQ&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/04_apr/10_sun/img_1649583709116_94.jpg?,https://inshorts.com/en/news/congress-leader-questions-smriti-irani-on-rising-petrol-lpg-prices-in-flight-1649585498808,Twitter,Sunday
Not scared of any ban: Cong leader who questioned Irani on petrol prices in flight,"Netta D'Souza, the Acting President of All India Mahila Congress who questioned Union Minister Smriti Irani on a flight about increasing petrol and LPG prices, tweeted, ""Not scared of any ban. I'll keep showing Mirror of Truth to Modi Govt & its Ministers!"" D'Souza was responding to a Twitter user who said she could be handed a six-month flight ban.",2022-04-10,Pragya Swastik,https://twitter.com/dnetta/status/1513074270074998785?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/04_apr/10_sun/img_1649588931968_768.jpg?,https://inshorts.com/en/news/not-scared-of-any-ban-cong-leader-who-questioned-irani-on-petrol-prices-in-flight-1649589388292,Twitter,Sunday
ED questions Congress' Mallikarjun Kharge in National Herald case,"Enforcement Directorate on Monday questioned Congress leader Mallikarjun Kharge in connection with a money laundering probe linked to the National Herald case. BJP's Subramanian Swamy had in a Delhi court filed a complaint against Congress' Sonia Gandhi and Rahul Gandhi, their companies and associated persons. Leaders Motilal Vora and Oscar Fernandes were also named.",2022-04-11,Deepika Bhatt,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/04_apr/11_mon/img_1649672210338_552.jpg?,https://inshorts.com/en/news/ed-questions-congress-mallikarjun-kharge-in-national-herald-case-1649673051830,Inshorts,Monday
Don't try to break homes: Prakash Raj on Amit Shah's Hindi remark,"Actor-politician Prakash Raj on Friday tweeted, ""Don't try to break homes, Mr Home Minister. We dare you #stopHindiImposition. We love our diversity, we love our mother tongue, we love our identities."" His tweet comes after Union Home Minister Amit Shah's statement that people of different states should communicate with each other in Hindi and not English.",2022-04-10,Kriti Kambiri,https://news.abplive.com/entertainment/after-a-r-rahman-actor-prakash-raj-says-we-love-our-mother-tongue-as-hindi-row-flares-up-1524901/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/04_apr/10_sun/img_1649582685618_476.jpg?,https://inshorts.com/en/news/dont-try-to-break-homes-prakash-raj-on-amit-shahs-hindi-remark-1649584557295,ABP Live,Sunday
Why administer booster dose only through pvt hospitals: Congress,"Congress spokesperson Abhishek Singhvi has criticised the BJP-led Centre for not allowing government hospitals to administer COVID-19 vaccine booster dose. ""Why administer this booster dose only through private hospitals and have no option of getting it through government hospitals. Does it make sense?,"" asked Singhvi. He further accused this policy of being ""discriminatory"" towards poor people.",2022-04-10,Mohammad Anab,https://news.abplive.com/news/india/covid-booster-drive-injustice-to-poor-cong-slams-centre-for-not-allowing-govt-hospitals-to-administer-jabs-1524824/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/04_apr/10_sun/img_1649587349898_971.jpg?,https://inshorts.com/en/news/why-administer-booster-dose-only-through-pvt-hospitals-congress-1649589960301,ABP Live,Sunday
CPI MP urges PM to provide free COVID-19 vaccine booster doses,"CPI MP Binoy Viswam has written a letter to PM Narendra Modi urging him to provide COVID-19 vaccine booster doses for free at public healthcare institutions. Criticising Centre's move to allow only private vaccination centres to administer paid booster shots to adults above 18 years, Viswam said that the privatisation of the vaccination drive is ill-planned and disastrous.",2022-04-11,Saurabh Sinha,https://twitter.com/ANI/status/1513414650289094657?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/04_apr/11_mon/img_1649666167965_981.jpg?,https://inshorts.com/en/news/cpi-mp-urges-pm-to-provide-free-covid19-vaccine-booster-doses-1649667682560,ANI,Monday
"TN Assembly passes resolution against CUET, BJP walks out","The Tamil Nadu Assembly adopted a resolution urging the Centre to withdraw the proposal to conduct Common University Entrance Test (CUET) for admission in central varsities. The resolution was supported by all the parties including the main opposition AIADMK. However, BJP staged a walkout. The resolution claimed that CUET ""will sideline the diverse school education systems across the country"".",2022-04-11,Mohammad Anab,https://www.thequint.com/news/breaking-news/tamil-nadu-cm-mk-stalin-moves-resolution-state-assembly-removal-cuet,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/04_apr/11_mon/img_1649669118951_524.jpg?,https://inshorts.com/en/news/tn-assembly-passes-resolution-against-cuet-bjp-walks-out-1649670785420,The Quint,Monday
BJP to fight Himachal elections under CM Thakur's leadership: Nadda,"BJP President JP Nadda has said that the party will contest this year's Himachal Pradesh Assembly elections under CM Jai Ram Thakur's leadership. ""He (Thakur) will not be replaced and the BJP will contest the Assembly elections under his leadership,"" Nadda said. ""10-15% BJP MLAs did not get tickets in UP...and it is likely to happen here too,"" he added.",2022-04-10,Mohammad Anab,http://www.ptinews.com/news/13274567_Jai-Ram-Thakur-to-continue-as-Himachal-Pradesh-CM--Nadda.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/04_apr/10_sun/img_1649590015126_803.jpg?,https://inshorts.com/en/news/bjp-to-fight-himachal-elections-under-cm-thakurs-leadership-nadda-1649590797127,Press Trust of India,Sunday
