headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
"Pramod Sawant submits resignation to Goa Guv, says will form new govt soon","BJP leader Pramod Sawant on Saturday tendered his resignation as Goa CM to Governor PS Sreedharan Pillai as his first tenure came to an end. BJP is going to form the new government soon, he said. ""Governor gave me a letter to be caretaker CM until the process is complete,"" he added. ""BJP will work on...principles of Antyodaya,"" Sawant stated.",2022-03-12,Atul Mishra,https://www.thequint.com/amp/story/news/india/goa-cm-pramod-sawant-submits-resignation?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/12_sat/img_1647069354315_68.jpg?,https://inshorts.com/en/news/pramod-sawant-submits-resignation-to-goa-guv-says-will-form-new-govt-soon-1647070928061,The Quint,Saturday
JD(U) extends support to BJP in Manipur after winning 6 seats,"The Janata Dal (United) on Saturday said it would support BJP in Manipur. ""JD(U) would like to appeal to the BJP to honour the mandate reposed in the party,"" it said. Of the total 60 seats, BJP won 32, one more than the majority mark, while JD(U) won six seats. The six MLAs elected Khumukcham Joykisan Singh as their leader.",2022-03-12,Shalini Ojha,https://www.financialexpress.com/india-news/manipur-election-results-2022-jdu-extends-support-to-bjp-rules-out-being-part-of-n-biren-singh-led-cabinet/2458960/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/12_sat/img_1647083875058_474.jpg?,https://inshorts.com/en/news/jdu-extends-support-to-bjp-in-manipur-after-winning-6-seats-1647084958468,Financial Express,Saturday
"122 former MLAs, ministers lose security day after Mann meets Punjab DGP","A day after Bhagwant Mann, who is set to become Punjab CM, met state DGP VK Bhawra, the Additional Director General of Police (Security) issued an order to withdraw security cover of 122 politicians, including former ministers and MLAs. Nineteen security officers were withdrawn from Manpreet Singh Badal's cover. A Congress leader, Badal served as Punjab's Finance Minister.",2022-03-12,Shalini Ojha,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/12_sat/img_1647087523995_640.jpg?,https://inshorts.com/en/news/122-former-mlas-ministers-lose-security-day-after-mann-meets-punjab-dgp-1647088790753,Inshorts,Saturday
"Bhagwant Mann meets Punjab Governor, stakes claim to form next govt in state","Punjab CM-elect Bhagwant Mann met state Governor Banwarilal Purohit at the Raj Bhavan in Chandigarh on Saturday and staked claim to form the next government in the state. Mann said the swearing-in ceremony will be held at Bhagat Singh's native village Khatkar Kalan at 12.30 pm on March 16. ""Punjabis from all over the state will come,"" Mann added.",2022-03-12,Shreyasi Banerjee,https://www.hindustantimes.com/elections/punjab-assembly-election/bhagwant-mann-reaches-raj-bhavan-to-stake-claim-to-form-punjab-govt-101647062227421-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/12_sat/img_1647064021604_378.jpg?,https://inshorts.com/en/news/bhagwant-mann-meets-punjab-governor-stakes-claim-to-form-next-govt-in-state-1647065920728,Hindustan Times,Saturday
"Completely incorrect: Congress as report claims Rahul, Sonia and Priyanka will resign","Congress has dismissed a report claiming that Congress President Sonia Gandhi and leaders Rahul Gandhi and Priyanka Gandhi Vadra will resign at Congress Working Committee meeting on Sunday over performance in recent elections. Congress Spokesperson Randeep Singh Surjewala said the report ""based on unnamed sources is completely unfair, mischievous and incorrect"".",2022-03-12,Arshiya Chopra,https://twitter.com/rssurjewala/status/1502651195407568900?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/12_sat/img_1647096031898_701.jpg?,https://inshorts.com/en/news/completely-incorrect-congress-as-report-claims-rahul-sonia-and-priyanka-will-resign-1647096323351,Twitter,Saturday
Congress Working Committee to meet on Sunday over states' poll results,"The Congress Working Committee (CWC) will meet on Sunday at 4 pm to discuss the results of state elections. The meeting will be held at the AICC office in Delhi. Congress failed to retain power in Punjab, won two out of 403 seats in UP, 11 out of 40 seats in Goa and five out of 60 seats in Manipur.",2022-03-12,Shalini Ojha,https://news.abplive.com/news/breaking-news-live-updates-march-12-up-bjp-congress-pm-modi-gujarat-visit-russian-ukraine-war-live-updates-day-17-ukraine-crisis-indian-students-kyiv-live-updates-1519141/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/12_sat/img_1647083023814_221.jpg?,https://inshorts.com/en/news/congress-working-committee-to-meet-on-sunday-over-states-poll-results-1647084578770,abplive.com,Saturday
Punjab people's security more important than security of few: Mann,"After an order was issued to withdraw security cover of 122 politicians including former MLAs and ministers, Punjab CM-designate Bhagwant Mann said, ""I think the security of the people of Punjab is more important than the security of few people."" He added police stations are lying vacant. ""We will take only police work from police force,"" the AAP leader said.",2022-03-12,Shalini Ojha,https://www.freepressjournal.in/amp/india/security-of-people-of-punjab-is-more-important-cm-designate-bhagwant-mann-on-reports-of-withdrawing-security-of-former-ministers-and-mlas?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/12_sat/img_1647104522398_733.jpg?,https://inshorts.com/en/news/punjab-peoples-security-more-important-than-security-of-few-mann-1647105556686,Free Press Journal,Saturday
Mother of AAP's Labh Singh who defeated Punjab CM continues working as sweeper,"Baldev Kaur, mother of AAP's Labh Singh Ugoke who won from Bhadaur seat by defeating Congress' CS Channi in Punjab polls, continues to work as a sweeper at a government school in Ugoke village. ""I take pride...that my son chose to join a party whose symbol is 'jhaadu', which I've used throughout my life to earn a livelihood,"" she said.",2022-03-13,Shreyasi Banerjee,https://twitter.com/ANI/status/1502856948701888516?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/13_sun/img_1647151228119_573.jpg?,https://inshorts.com/en/news/mother-of-aaps-labh-singh-who-defeated-punjab-cm-continues-working-as-sweeper-1647152442127,ANI,Sunday
"K'taka Cong leader resigns, says, 'Couldn't speak to Sonia or Rahul'","CM Ibrahim, former Union Minister and senior Congress leader from Karnataka, tendered his resignation to party's interim chief Sonia Gandhi on Saturday. He said despite being a senior leader, he couldn't speak to Sonia or former Congress chief Rahul Gandhi directly. He said Sonia assured him of changes within Congress in the last 12 years, but he didn't see them.",2022-03-12,Shalini Ojha,https://www.timesnownews.com/india/couldnt-speak-to-sonia-gandhi-rahul-gandhi-directly-senior-congress-leader-cm-ibrahim-quits-party-article-90169666/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/12_sat/img_1647096319225_219.jpg?,https://inshorts.com/en/news/ktaka-cong-leader-resigns-says-couldnt-speak-to-sonia-or-rahul-1647097894815,TimesNow,Saturday
"Snake, cobra didn't let mongoose win: Swami Maurya on UP poll defeat","BJP turncoat Swami Prasad Maurya said, ""Mongoose is always superior to a snake. It is a different matter that snake and cobra together did not let the mongoose win."" Maurya had contested from UP's Fazilnagar constituency on a Samajwadi Party ticket after resigning from the BJP in January 2022. However, he lost to a BJP candidate by over 40,000 votes.",2022-03-12,Mohammad Anab,https://news.abplive.com/news/india/snake-cobra-didn-t-let-mongoose-win-swami-prasad-maurya-targets-bjp-bsp-post-poll-defeat-1519208/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/12_sat/img_1647070714878_882.jpg?,https://inshorts.com/en/news/snake-cobra-didnt-let-mongoose-win-swami-maurya-on-up-poll-defeat-1647073320478,abplive.com,Saturday
