headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
21 TMC MLAs are in direct touch with me: Bengal BJP's Mithun Chakraborty,"West Bengal BJP leader Mithun Chakraborty on Wednesday claimed that 21 TMC MLAs are in direct touch with him in the state. ""Do you want to hear breaking news? At this moment, 38 TMC MLAs have very good relations with us,"" he said in Kolkata. ""Rest, you make the calculations,"" Mithun added.",2022-07-27,Deepika Bhatt,https://twitter.com/ANI/status/1552243736632889344?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/27_wed/img_1658921105754_860.jpg?,https://inshorts.com/en/news/21-tmc-mlas-are-in-direct-touch-with-me-bengal-bjps-mithun-chakraborty-1658922914507,ANI,Wednesday
Central govt wants to crush journalism: PDP chief Mehbooba Mufti,"PDP chief Mehbooba Mufti on Wednesday claimed that the BJP-led central government wants to crush journalism. ""It's no secret that GOI wants to crush the...backbone and fourth pillar of our democracy because of its intolerance to...truth,"" Mufti tweeted. Her remarks came after authorities stopped Kashmiri journalist, Aakash Hassan, from travelling to Sri Lanka to cover the ongoing crisis there.",2022-07-27,Shiwangi,https://theprint.in/india/centre-wants-to-crush-journalism-pdp-chief-mehbooba-mufti/1057185/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/27_wed/img_1658919449451_76.jpg?,https://inshorts.com/en/news/central-govt-wants-to-crush-journalism-pdp-chief-mehbooba-mufti-1658922141101,The Print,Wednesday
Congress trying to mislead probe agencies through protests: Thakur,"Union Minister Anurag Thakur on Wednesday criticised the Congress and accused the party of ""misleading and pressuring"" central probe agencies through street protests. Thakur said that cases of rape and murder are increasing in states. ""The situation is worrisome in Rajasthan, but the CM is spending time here,"" he said. Congress has never shied away from attacking democracy, Thakur added.",2022-07-27,Nakul Ahuja,https://theprint.in/india/congress-trying-to-mislead-probe-agencies-through-protests-i-b-minister-anurag-thakur/1057249/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/27_wed/img_1658917857723_811.jpg?,https://inshorts.com/en/news/congress-trying-to-mislead-probe-agencies-through-protests-thakur-1658919499794,The Print,Wednesday
Sonia Gandhi leaves ED office after 3 hours of questioning,"Congress interim President Sonia Gandhi’s ED questioning in connection with the National Herald case concluded for the day on Wednesday. She left the ED office in Delhi after three hours of questioning. There has been no fresh summons issued to her as of now, PTI stated. She was called for the third round of questioning in the case today.",2022-07-27,Sakshi Sharma,https://www.hindustantimes.com/india-news/sonia-gandhi-s-questioning-by-ed-in-national-herald-case-concludes-for-today-101658912088347-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/27_wed/img_1658918473516_555.jpg?,https://inshorts.com/en/news/sonia-gandhi-leaves-ed-office-after-3-hours-of-questioning-1658920185206,Hindustan Times,Wednesday
Not easy to break Bengal with central agencies: Mamata amid SSC probe,"Amid the ongoing probe into the SSC scam, West Bengal CM Mamata Banerjee on Wednesday criticised the Centre and said it ""wasn't easy to break Bengal"" with the help of central agencies. ""They (BJP) have no work, their job is to take over the state governments through 3-4 agencies,"" Mamata said. ""They've taken Maharashtra...but Bengal has defeated them,"" she added.",2022-07-27,Apoorva Shankar,https://aninews.in/news/national/general-news/not-easy-to-break-bengal-with-central-agencies-wb-cm-mamata20220727165152/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/27_wed/img_1658924755159_918.jpg?,https://inshorts.com/en/news/not-easy-to-break-bengal-with-central-agencies-mamata-amid-ssc-probe-1658935605656,ANI News,Wednesday
Former Assam minister Ardhendu Dey dies aged 84,"Former Assam minister Ardhendu Kumar Dey died at a hospital on Wednesday following a brief illness, his family said. The 84-year-old former Congress minister was undergoing treatment at Gauhati Medical College and Hospital, they added. His mortal remains were taken to his residence at Hojai, where the last rites were performed. Dey was first elected as Hojai MLA in 1991.",2022-07-27,Nidhi Sinha,https://theprint.in/india/former-assam-minister-ardhendu-dey-dies-at-84/1057684/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/27_wed/img_1658943345638_735.jpg?,https://inshorts.com/en/news/former-assam-minister-ardhendu-dey-dies-aged-84-1658944022059,The Print,Wednesday
"ED has created terror, being used to topple govts: Gehlot","The ED has created ""terror"" in country, Rajasthan CM and Congress leader Ashok Gehlot said on Wednesday. ""ED is being used to topple governments,"" Gehlot added. ""First they summoned Rahul Gandhi. He was interrogated for several hours in five days. Sonia Gandhi has been summoned for the third time today. We've no idea how long it would last,"" he stated.",2022-07-27,Sakshi Sharma,https://twitter.com/ANI/status/1552161213676912640?s=20&t=gprefQDv8NjP9jc-FtL3dA&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/27_wed/img_1658902781736_321.jpg?,https://inshorts.com/en/news/ed-has-created-terror-being-used-to-topple-govts-gehlot-1658907763436,ANI,Wednesday
BJP protests near AAP office over Delhi excise policy irregularities,"Bharatiya Janata Party (BJP) workers protested over irregularities in Delhi government's excise policy implementation outside the Aam Aadmi Party's (AAP) office. BJP MP Parvesh Sahib Singh Verma led the protests, and he alleged that AAP government made Delhi into an ""intoxicated capital"". However, the police didn't allow the protestors' planned march to the AAP office at Deen Dayal Upadhyay Marg.",2022-07-27,Anisha Joneja,https://theprint.in/india/bjp-protests-near-aap-office-over-irregularities-in-new-excise-policy/1057277/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/27_wed/img_1658925062237_63.jpg?,https://inshorts.com/en/news/bjp-protests-near-aap-office-over-delhi-excise-policy-irregularities-1658930099872,The Print,Wednesday
He's mentally ill: TMC MP on Mithun's '38 MLAs in touch with BJP' claim,"TMC MP Santanu Sen on Wednesday said BJP leader Mithun Chakraborty has ""some mental problem"" after the latter claimed that 38 TMC MLAs ""have very good relations"" with BJP. ""[Chakraborty] was admitted for some physical ailment for a long period of time...As a doctor, I feel he must be having some mental problem...That's why he's saying [these things],"" Sen said.",2022-07-27,Ashley Paul,https://www.hindustantimes.com/videos/news/mentally-ill-tmc-rips-mithun-chakraborty-for-38-mlas-in-touch-claim-101658936558578-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/27_wed/img_1658940504158_148.jpg?,https://inshorts.com/en/news/hes-mentally-ill-tmc-mp-on-mithuns-38-mlas-in-touch-with-bjp-claim-1658941279193,Hindustan Times,Wednesday
Dhankhar said he will not spare Partha Chatterjee: TMC leader,"Trinamool Congress leader Kunal Ghosh has recalled a recent incident when former Bengal Governor Jagdeep Dhankhar told him that ""he will not spare (Partha) Chatterjee"" for an attack on his wife. The comments came as West Bengal Commerce Minister Partha Chatterjee was arrested three days ago in an alleged teachers’ recruitment scam. Jagdeep Dhankhar is the NDA's vice-presidential candidate.",2022-07-27,Indraneel Sen,https://www.financialexpress.com/india-news/jagdeep-dhankhar-said-he-wont-spare-partha-chatterjee-tmcs-kunal-ghosh/2608268/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/07_jul/27_wed/img_1658925507593_538.jpg?,https://inshorts.com/en/news/dhankhar-said-he-will-not-spare-partha-chatterjee-tmc-leader-1658929616831,Financial Express,Wednesday
