headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
Sidhu to meet Punjab CM Mann tomorrow to discuss state's economy,"Former Punjab Congress chief Navjot Singh Sidhu will meet Chief Minister Bhagwant Mann in Chandigarh on Monday. In a tweet, Sidhu said he will discuss with the CM matters regarding the revival of Punjab's economy. ""Punjab's resurrection is only possible with an honest collective effort,"" Sidhu added.",2022-05-08,Deepika Bhatt,https://twitter.com/sherryontopp/status/1523274003669929985?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1523274003669929985%7Ctwgr%5E%7Ctwcon%5Es1_&utm_campaign=fullarticle&utm_medium=referral&ref_url=https%3A%2F%2Fwww.ndtv.com%2Findia-news%2Fpunjab-ex-congress-chief-navjot-sidhu-says-will-meet-chief-minister-bhagwant-mann-tomorrow-2956935&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1652017911403_130.jpg?,https://inshorts.com/en/news/sidhu-to-meet-punjab-cm-mann-tomorrow-to-discuss-states-economy-1652018916856,Twitter,Sunday
Got ₹45 lakh bill for plane hired for Punjab CM Mann's 3-day Guj visit: State govt,"Punjab government got a ₹44,85,967 lakh bill for a plane hired for CM Bhagwant Mann's three-day visit to Gujarat in April, the state's Department of Civil Aviation has said in response to an RTI query. CM Mann visited Gujarat from April 1 to 3 with AAP National Convener Arvind Kejriwal. They attended the virtual launch of the party's poll campaign.",2022-05-08,Sakshita Khosla,https://news.abplive.com/news/india/punjab-cm-bhagwant-mann-s-visit-to-gujarat-for-aap-campaigning-cost-state-govt-rs-45-lakhs-reveals-rti-1530440/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1652013648026_975.jpg?,https://inshorts.com/en/news/got-₹45-lakh-bill-for-plane-hired-for-punjab-cm-manns-3day-guj-visit-state-govt-1652014536084,ABP Live,Sunday
Minority body seeks report over Bagga 'not being allowed to wear turban' during arrest,"After BJP's Tajinder Pal Singh Bagga alleged he wasn't allowed to wear a turban when Punjab Police came to arrest him in Delhi, National Commission for Minorities Chairman Iqbal Singh Lalpura has written to Punjab's chief secretary seeking a report ""within seven days"". Further, the Punjab unit of the BJP alleged that Bagga's father was thrashed during the arrest.",2022-05-08,Apaar Sharma,https://www.hindustantimes.com/india-news/tajinder-bagga-not-allowed-to-wear-turban-amid-arrest-ncm-seeks-report-101651991669621-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1652002399087_543.jpg?,https://inshorts.com/en/news/minority-body-seeks-report-over-bagga-not-being-allowed-to-wear-turban-during-arrest-1652003746364,Hindustan Times,Sunday
Had no intention of physically harming Kejriwal: BJP leader Bagga,"Delhi BJP leader Tajinder Pal Singh Bagga on Sunday said he had no intention of physically harming Kejriwal. ""All I had said was that till [Kejriwal] apologises (for his statement on The Kashmir Files), I will not let him live peacefully. This does not mean that I had any intention of physically harming him,"" Bagga said.",2022-05-08,Ashley Paul,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1652025893727_514.jpg?,https://inshorts.com/en/news/had-no-intention-of-physically-harming-kejriwal-bjp-leader-bagga-1652027089987,Inshorts,Sunday
"'Install cameras at mosques', suggests Owaisi amid communal clashes","AIMIM president Asaduddin Owaisi has suggested that high-resolution CCTV cameras be installed at mosques following recent incidents of communal clashes. While alleging that ""Muslims are routinely blamed for problems during communal incidents"" he added that whenever any religious procession passes through these areas it should be telecast live so that ""people know who are the ones pelting stones"".",2022-05-08,Shreya Das,https://www.timesnownews.com/india/muslims-routinely-blamed-for-communal-incidents-install-cameras-at-religious-places-to-identify-instigators-owaisi-article-91410163/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1652015484440_339.jpg?,https://inshorts.com/en/news/install-cameras-at-mosques-suggests-owaisi-amid-communal-clashes-1652029125454,Times Now,Sunday
Ashok Gehlot has lost his mental balance: BJP MP Ram Kumar Verma,"BJP's Rajya Sabha MP Ram Kumar Verma has claimed that Rajasthan CM Ashok Gehlot has lost his ""mental balance"". ""The way CM Gehlot speaks, it looks like he has lost his mental balance,"" Verma said. ""It is clear now that those who are accusing the BJP-RSS are themselves responsible for the prevailing situation in the state,"" he added.",2022-05-08,Mohammad Anab,https://aninews.in/news/national/general-news/bjp-mp-claims-ashok-gehlot-lost-his-mental-balance20220508150754/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1652008310001_332.jpg?,https://inshorts.com/en/news/ashok-gehlot-has-lost-his-mental-balance-bjp-mp-ram-kumar-verma-1652010139178,ANI News,Sunday
Shoot me if Cong wins a single seat in J&K polls: Ex-Cong MLA,"Ex-J&K MLA Mohammad Amin Bhat has asked people to ""shoot"" him at Srinagar's Lal Chowk if Congress bags a single seat in the union territory's Assembly elections. Bhat, who has been demanding that Ghulam Nabi Azad be declared Congress' CM candidate, stated party is ""zero"" without Azad. Notably, his comments come days after the delimitation process of J&K was finalised.",2022-05-08,Disha Jana,https://www.timesnownews.com/india/shoot-me-at-lal-chowk-if-former-congress-mla-makes-a-bold-claim-over-jk-assembly-elections-article-91416706/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1652010449529_56.jpg?,https://inshorts.com/en/news/shoot-me-if-cong-wins-a-single-seat-in-jk-polls-excong-mla-1652012258008,Times Now,Sunday
BJP to play role of responsible Opp'n in Punjab: BL Santhosh,"BJP National General Secretary BL Santhosh on Sunday said his party will not allow any compromises with Punjab's interests and will play the role of a responsible Opposition in the state. He also asked BJP leaders and workers to make the public aware of the ""false propaganda and hollow promises"" made by the Aam Aadmi Party.",2022-05-08,Ashley Paul,https://theprint.in/india/bjp-to-play-role-of-responsible-opposition-in-punjab-b-l-santhosh/947980/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1652029415999_46.jpg?,https://inshorts.com/en/news/bjp-to-play-role-of-responsible-oppn-in-punjab-bl-santhosh-1652030656949,The Print,Sunday
Rahul says 2 LPG cylinders in 2014 are worth 'price of 1 now',"Congress leader Rahul Gandhi on Sunday compared the price of LPG cylinders under the Congress in 2014 and under BJP in 2022, saying, ""Two cylinders then for the price of one now."" He claimed that in 2014, LPG cylinder was worth ₹410, while in 2022 it's worth ₹999. ""Only Congress governs for...welfare of poor and middle-class Indian families,"" he said.",2022-05-08,Medhaa Gupta,https://www.hindustantimes.com/india-news/rahul-gandhi-on-lpg-price-hike-only-congress-governs-for-poor-middle-class-101651988919447-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1651993889734_793.jpg?,https://inshorts.com/en/news/rahul-says-2-lpg-cylinders-in-2014-are-worth-price-of-1-now-1651997880402,Hindustan Times,Sunday
Dreaming of becoming Jinnah: BJP on Owaisi's Gyanvapi mosque remark,"BJP MP Harnath Singh Yadav on Sunday criticised AIMIM chief Asaduddin Owaisi and demanded his arrest for his remarks on the Gyanvapi mosque survey, adding that he's dreaming of becoming Jinnah. Yadav said that Owaisi wants to create a rift between Hindus and Muslims in the country, for which a case of sedition should be registered against him.",2022-05-08,Nakul Ahuja,https://theprint.in/politics/owaisi-dreaming-of-becoming-jinnah-bjp-mp-demands-aimim-chiefs-arrest-over-remark-on-gyanvapi-masjid/947432/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1652005796980_15.jpg?,https://inshorts.com/en/news/dreaming-of-becoming-jinnah-bjp-on-owaisis-gyanvapi-mosque-remark-1652007074685,The Print,Sunday
Bommai got Karnataka CM post in exchange for money: Siddaramaiah,"Leader of Opposition in Karnataka Assembly and Congress leader Siddaramaiah on Sunday said Karnataka Chief Minister Basavaraj Bommai got the Chief Minister's post in exchange for money. ""RSS has made him Chief Minister, following their instructions is enough for him,"" he said. ""Basavaraj Bommai is not an elected Chief Minister, he is an appointed Chief Minister,"" Siddaramaiah added.",2022-05-08,Ashley Paul,https://www.timesnownews.com/india/basavaraj-bommai-got-karnataka-cm-post-in-exchange-for-money-claims-congress-siddaramaiah-article-91419150/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1652013976482_131.jpg?,https://inshorts.com/en/news/bommai-got-karnataka-cm-post-in-exchange-for-money-siddaramaiah-1652015698626,Times Now,Sunday
Former J&K Education Minister Harsh Dev Singh joins AAP,"Former J&K Education Minister and National Panthers Party (NPP) chief, Harsh Dev Singh, joined AAP in presence of party leader Sanjay Singh in New Delhi on Saturday. ""The problems plaguing J&K can only be addressed by eradicating corruption and ensuring good governance, like...AAP has done in Delhi,"" Singh said after joining. Notably, he's the third NPP leader to join AAP.",2022-05-08,Shreya Das,https://www.hindustantimes.com/cities/chandigarh-news/former-j-k-education-minister-harsh-dev-singh-joins-aap-101651965325212-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/8_sun/img_1652011776299_459.jpg?,https://inshorts.com/en/news/former-jk-education-minister-harsh-dev-singh-joins-aap-1652028692301,Hindustan Times,Sunday
