headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
Mukesh Ambani only Indian to enter the top 10 in Hurun Global Rich List 2022,"Reliance Industries Chairman Mukesh Ambani is the only Indian to feature among the top 10 people on the 2022 M3M Hurun Global Rich List. With a 24% y-o-y increase in wealth, Ambani was ranked 9th among the world's billionaires, with his wealth estimated at $103 billion. Gautam Adani & family ranked 12th globally, with their wealth estimated at $81 billion.",2022-03-16,Pragya Swastik,https://www.moneycontrol.com/news/business/2022-hurun-global-rich-list-mukesh-ambani-only-indian-in-top-10-list-gautam-adani-records-highest-wealth-addition-8240091.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/16_wed/img_1647439289223_895.jpg?,https://inshorts.com/en/news/mukesh-ambani-only-indian-to-enter-the-top-10-in-hurun-global-rich-list-2022-1647440443584,Moneycontrol,Wednesday
"Adani added ₹6,000 crore every week to his wealth in 2021: Hurun","Adani Group's Chairman Gautam Adani, who ranks 12th on the 2022 M3M Hurun Global Rich List, added an average of ₹6,000 crore every week to his wealth in 2021, Hurun said. With a net addition of $49 billion, Adani added the most amount of wealth among the world's billionaires. Adani & his family's total wealth is estimated at $81 billion.",2022-03-16,Pragya Swastik,https://www.hurunindia.net/m3m?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/16_wed/img_1647442021441_431.jpg?,https://inshorts.com/en/news/adani-added-₹6000-crore-every-week-to-his-wealth-in-2021-hurun-1647443771848,Hurun India,Wednesday
Elon Musk changes his Twitter name to 'Elona' as Putin's ally calls him effeminate,"Tesla CEO Elon Musk changed his Twitter name to 'Elona' after Russian President Vladimir Putin's ally and the Chechen Republic's head Ramzan Kadyrov mocked him as ""effeminate"". Kadyrov said, ""Don't measure your strength against that of Putin's."" ""You'll need to pump up those muscles...to change from the gentle (effeminate) Elona into the brutal Elon you need to be,"" he added.",2022-03-16,Kiran Khatri,https://twitter.com/elonmusk/status/1503828461235982339?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/16_wed/img_1647402702919_369.jpg?,https://inshorts.com/en/news/elon-musk-changes-his-twitter-name-to-elona-as-putins-ally-calls-him-effeminate-1647404496376,Twitter,Wednesday
It'll be support for invasion: US on if India buys discounted crude oil from Russia,"On being asked about possibility that India could take up Russian offer of discounted crude oil, White House Press Secretary Jen Psaki said, ""Think where you want to stand when history books are written in this moment in time."" ""Support for Russian leadership is support for invasion that is having a devastating impact,"" she further said.",2022-03-16,Ankush Verma,https://twitter.com/ANI/status/1503919797431857154?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/16_wed/img_1647401201369_0.jpg?,https://inshorts.com/en/news/itll-be-support-for-invasion-us-on-if-india-buys-discounted-crude-oil-from-russia-1647403353907,ANI,Wednesday
India buying discounted crude oil from Russia does not violate US sanctions: US,"India taking up Russia's offer of discounted crude oil would not be a violation of US sanctions, the White House has said. ""Our message to any country continues to be that abide by the sanctions that we have put in place and recommended,"" White House Press Secretary Jen Psaki told reporters at a press briefing on Tuesday.",2022-03-16,Ankush Verma,https://www.aninews.in/news/world/us/india-not-violating-sanctions-but-russian-oil-deal-could-place-new-delhi-on-wrong-side-of-history-us20220316085015/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/16_wed/img_1647403483758_994.jpg?,https://inshorts.com/en/news/india-buying-discounted-crude-oil-from-russia-does-not-violate-us-sanctions-us-1647404267795,ANI,Wednesday
Tata Communications becomes Formula 1's official broadcast connectivity provider,Formula 1 and Tata Communications on Wednesday announced a multi-year strategic collaboration under which Tata will be F1's official broadcast connectivity provider. Tata Communications will facilitate transfer of over 100 video feeds and 250 audio channels from the racetrack to F1's Media & Technology Centre in the UK. F1 and Tata had ended their eight-year marketing partnership in January 2020.,2022-03-16,Kiran Khatri,https://corp.formula1.com/formula-1-and-tata-communications-announce-multi-year-strategic-collaboration/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/16_wed/img_1647419022122_523.jpg?,https://inshorts.com/en/news/tata-communications-becomes-formula-1s-official-broadcast-connectivity-provider-1647421886449,Formula 1,Wednesday
Chinese stocks jump the most since 2008 after $1.5 tn wiped out in two days,"Stocks across Hong Kong and China witnessed a massive rally after China's state council vowed to keep its stock market stable following a $1.5-trillion wipeout over the past two sessions. The Hang Seng China Enterprises Index jumped 13% on Wednesday, its biggest gain since the global financial crisis of 2008. Chinese technology firms including Alibaba and Tencent gained over 23%.",2022-03-16,Pragya Swastik,https://www.bloombergquint.com/markets/china-tech-stocks-rebound-on-dip-buying-after-historic-rout?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/16_wed/img_1647424414843_916.jpg?,https://inshorts.com/en/news/chinese-stocks-jump-the-most-since-2008-after-$15-tn-wiped-out-in-two-days-1647425942134,BloombergQuint,Wednesday
"Russia's space chief, who called Musk 'little devil', invited him home 6 months ago","Russian space agency Roscosmos' chief Dmitry Rogozin, who called Tesla CEO Elon Musk a ""little devil"" after he challenged President Vladimir Putin for a single combat, praised Musk six months ago. Rogozin even invited Musk to his home in Russia in September and said he'd ""already set the teakettle on heat"". Rogozin wanted to discuss ""exploring the universe"" with Musk.",2022-03-16,Kiran Khatri,https://www.businessinsider.in/tech/news/russias-space-chief-was-inviting-elon-musk-to-dinner-and-praising-him-6-months-ago-now-theyre-hurling-insults-and-trolling-each-other/amp_articleshow/90238634.cms?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/16_wed/img_1647407386664_577.jpg?,https://inshorts.com/en/news/russias-space-chief-who-called-musk-little-devil-invited-him-home-6-months-ago-1647408229857,Business Insider,Wednesday
Paytm CEO Vijay Shekhar Sharma briefly loses billionaire status,"Paytm CEO Vijay Shekhar Sharma briefly fell off the list of billionaires on Wednesday, according to Forbes' data, amid volatility in the stock's price movement. The stock recovered some losses on Wednesday after falling 70% below its IPO price in four months. Sharma's current net worth stands at $1.1 billion, as per Forbes' real-time data.",2022-03-16,Kiran Khatri,https://www.timesnownews.com/business-economy/companies/paytms-vijay-shekhar-sharma-out-of-billionaires-club-forbes-data-article-90258754/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/16_wed/img_1647421761996_779.jpg?,https://inshorts.com/en/news/paytm-ceo-vijay-shekhar-sharma-briefly-loses-billionaire-status-1647422421066,Times Now,Wednesday
Amazon's demand for $200 mn caused Amazon-Future settlement talks to fail: Report,"The dispute settlement talks between Amazon and India's Future Retail failed over the US company's demand for the return of at least $200 million it had invested in Future, Reuters reported. Future instead offered a stake of an equivalent amount in one of its remaining group companies after Reliance takes over most of its retail assets. Amazon didn't accept that.",2022-03-15,Pragya Swastik,https://www.reuters.com/business/retail-consumer/exclusive-amazon-talks-with-indias-future-broke-down-over-us-firms-demand-200-2022-03-15/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/15_tue/img_1647359821841_98.jpg?,https://inshorts.com/en/news/amazons-demand-for-$200-mn-caused-amazonfuture-settlement-talks-to-fail-report-1647361315623,Reuters,Tuesday
"SoftBank's Munish Varma steps down from Paytm, PolicyBazaar boards","Paytm on Tuesday informed stock exchanges that Munish Varma, Managing Partner at SoftBank Investment Advisers, has resigned from Paytm's board ""due to personal commitments and other pre-occupations"". He has also resigned from Policybazaar's board. Varma's resignation is consistent with Softbank's move globally, as it steps away from board positions after its portfolio companies get listed.",2022-03-15,Pragya Swastik,https://www.moneycontrol.com/news/business/companies/paytm-says-softbanks-munish-varma-steps-down-from-board-8236221.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/15_tue/img_1647359464984_849.jpg?,https://inshorts.com/en/news/softbanks-munish-varma-steps-down-from-paytm-policybazaar-boards-1647361054875,Moneycontrol,Tuesday
Nykaa CEO Falguni Nayar's net worth now 4 times higher than Paytm CEO's,"India's richest self-made woman and Nykaa CEO Falguni Nayar's net worth is now nearly four times higher than that of Paytm CEO Vijay Shekhar Sharma, as per Forbes data. Sharma's fortune briefly fell below $1 billion on Wednesday, but currently stands at $1.1 billion. Meanwhile, Nayar's net worth stands at $4.9 billion. Both their companies went public in 2021.",2022-03-16,Kiran Khatri,https://www.businessinsider.in/business/news/nykaas-falguni-nayars-net-worth-is-four-times-higher-than-paytms-vijay-shekhar-sharma/amp_articleshow/90264203.cms?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/16_wed/img_1647428565853_72.jpg?,https://inshorts.com/en/news/nykaa-ceo-falguni-nayars-net-worth-now-4-times-higher-than-paytm-ceos-1647429679095,Business Insider,Wednesday
Paytm share price drops 71% from IPO price; out of BSE top-100 mcap list,"Paytm shares dropped to an all-time low of ₹616.55 apiece on Tuesday, leading it to drop out of the BSE top 100-most valued companies by market capitalisation. Following RBI's order on Paytm Payments Bank, its shares crashed 20% in the last two trading sessions. Notably, its share price has dropped 71% from its issue price of ₹2,150 apiece.",2022-03-15,Ridham Gambhir,https://www.financialexpress.com/market/paytm-share-price-crash-bse-top-100-market-cap-club-rbi-ban-paytm-payments-bank-buy-sell-hold/2461570/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/15_tue/img_1647360411002_894.jpg?,https://inshorts.com/en/news/paytm-share-price-drops-71-from-ipo-price-out-of-bse-top100-mcap-list-1647361749854,Financial Express,Tuesday
Woman entrepreneur dies by suicide in balcony after cancer diagnosis in Karnataka,"Female entrepreneur Suma Sathish, who was reportedly the owner of a textile company, allegedly died by suicide in the balcony of her home in Karnataka's Mangaluru in the early hours of Tuesday. Police said she allegedly took the step after being diagnosed with cancer. A case has been registered at Barke Police station.",2022-03-16,Arshiya Chopra,https://www.latestly.com/socially/india/news/karnataka-woman-entrepreneur-suma-sathish-found-hanging-in-her-home-at-mannagudda-in-latest-tweet-by-ani-3477099.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/03_mar/16_wed/img_1647425385829_552.jpg?,https://inshorts.com/en/news/woman-entrepreneur-dies-by-suicide-in-balcony-after-cancer-diagnosis-in-karnataka-1647426001668,LatestLY,Wednesday
