headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
"Channi's statement was misconstrued: Priyanka on his UP, Bihar remark","Congress' Priyanka Gandhi Vadra on Thursday defended Punjab CM Charanjit Channi amid a controversy over his remark that 'bhaiyas' from UP and Bihar shouldn't be allowed in Punjab. Saying that Channi's statement was misconstrued, she said, ""All that...Channi said was that Punjab should be run by Punjabis...I don't think anyone from UP is interested in coming to Punjab and ruling.""",2022-02-17,Shalini Ojha,https://www.timesnownews.com/amp/india/article/punjab-election-2022-channi-s-up-bihar-ke-bhaiya-comment-misconstrued-says-priyanka-gandhi/859692?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/02_feb/17_thu/img_1645096890830_691.jpg?,https://inshorts.com/en/news/channis-statement-was-misconstrued-priyanka-on-his-up-bihar-remark-1645099187188,timesnownews.com,Thursday
Still blaming 1st PM Nehru: Manmohan Singh on PM Modi-led govt,"Former PM Dr Manmohan Singh on Thursday criticised PM Narendra Modi-led government, saying BJP has been ruling for over seven years but blames first PM Jawaharlal Nehru for India's problems. He said an attempt was made to defame Punjab CM Charanjit Channi and Punjab's people ""in name of PM's security"". ""As an...Indian hailing from Punjab...these things...hurt me,"" he added.",2022-02-17,Shalini Ojha,https://repository.inshorts.com/articles/en/PTI/d2067226-bd0f-4149-9819-1315a40f36fb?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/02_feb/17_thu/img_1645094089579_338.jpg?,https://inshorts.com/en/news/still-blaming-1st-pm-nehru-manmohan-singh-on-pm-modiled-govt-1645099272233,PTI,Thursday
Foreign relations don't improve by hugging or by going to eat biryani: Manmohan Singh,"Former PM Manmohan Singh has said that the government has proved to be a complete failure on the foreign policy front. He said, ""Chinese soldiers have been sitting on our holy soil for the last one year...Old friends are constantly leaving us."" He added, ""Relationships don't improve by forcibly hugging politicians or by going to eat biryani without invitation.""",2022-02-17,Apaar Sharma,https://www.youtube.com/watch?utm_campaign=fullarticle&v=78rgepEzKzA&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/02_feb/17_thu/img_1645091423003_506.jpg?,https://inshorts.com/en/news/foreign-relations-dont-improve-by-hugging-or-by-going-to-eat-biryani-manmohan-singh-1645092752412,YouTube,Thursday
Name combines greatest cricketers: Tharoor on India's youngest mayor marrying Sachin Dev,"Congratulating India's youngest mayor Arya Rajendran on her plans to marry Kerala's youngest MLA Sachin Dev, Congress MP Shashi Tharoor said, ""Anyone whose name combines two of India's greatest cricketers must be a good catch, I told her!"" Tharoor also shared a picture with Rajendran and tweeted, ""Blessings & best wishes to the young couple.""",2022-02-17,Arshiya Chopra,https://www.freepressjournal.in/amp/viral/good-catch-shashi-tharoors-cricket-inspired-wedding-wish-for-thiruvananthapuram-mayor-on-twitter-check?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/02_feb/17_thu/img_1645105879209_298.jpg?,https://inshorts.com/en/news/name-combines-greatest-cricketers-tharoor-on-indias-youngest-mayor-marrying-sachin-dev-1645107263790,Free Press Journal,Thursday
I meant people like Kejriwal who cause disruptions: Channi on 'UP bhaiya' remark,"Punjab CM Charanjit Singh Channi on Thursday reacted to the controversy over his 'UP, Bihar ke bhaiya' remark and said, ""I only meant people like...[Delhi CM] Arvind Kejriwal who come from outside and cause disruptions."" He added, ""Punjab is as much of the people of Uttar Pradesh, Bihar...who come here and work as much as it is ours.""",2022-02-17,Deepika Bhatt,https://twitter.com/ANI/status/1494265517997424640?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/02_feb/17_thu/img_1645096985054_388.jpg?,https://inshorts.com/en/news/i-meant-people-like-kejriwal-who-cause-disruptions-channi-on-up-bhaiya-remark-1645098147579,Twitter,Thursday
Not tenant but shareholder: Manish Tewari on rumoured exit from Cong,"Former Union Minister Manish Tewari addressed rumours that he is quitting Congress, saying that he's not a tenant but a shareholder in the party. ""If anyone wants to push me out, that's a different thing. But as far as I am concerned, I have given 40 years...to this party,"" he said. Earlier, former Law Minister Ashwani Kumar left Congress.",2022-02-17,Shalini Ojha,https://www.financialexpress.com/india-news/manish-tewaris-cryptic-tweet-puts-congress-in-a-fix-says-if-someone-wants-to-push-me-out/2436528/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/02_feb/17_thu/img_1645107521170_531.jpg?,https://inshorts.com/en/news/not-tenant-but-shareholder-manish-tewari-on-rumoured-exit-from-cong-1645108920915,The Financial Express,Thursday
'Maalik' was clapping: PM criticises Priyanka over Channi's 'bhaiya' remark,"PM Narendra Modi criticised Congress leader Priyanka Gandhi and Punjab CM Charanjit Singh Channi over his 'UP, Bihar ke bhaiya' remark and said, ""Family from Delhi is his 'maalik' (boss), that 'maalik' was standing next to him and clapping."" He added that the country has seen what Channi said. He alleged, ""Congress always pits people of a region against others.""",2022-02-17,Deepika Bhatt,https://www.timesnownews.com/amp/india/article/congress-cms-statement-received-claps-from-member-of-family-in-delhi-pm-modi-on-charanjit-channis-up-bihar-bhaiyas-remark/859634?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/02_feb/17_thu/img_1645098738997_858.jpg?,https://inshorts.com/en/news/maalik-was-clapping-pm-criticises-priyanka-over-channis-bhaiya-remark-1645101040568,Times Now,Thursday
"PM wishes KCR on birthday, 1st interaction after T'gana CM didn't meet him","Prime Minister Narendra Modi on Thursday called Telangana Chief Minister KCR to extend birthday greetings to him. This marked the first interaction between the two leaders after KCR didn't meet or welcome PM Modi in Hyderabad on February 5, when the latter arrived for the inauguration of Saint Ramanujacharya's statue. KCR had cited health reasons for skipping the meeting.",2022-02-17,Shalini Ojha,https://theprint.in/india/president-kovind-pm-modi-call-up-telangana-cm-kcr-to-convey-birthday-greetings/835095/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/02_feb/17_thu/img_1645090859592_517.jpg?,https://inshorts.com/en/news/pm-wishes-kcr-on-birthday-1st-interaction-after-tgana-cm-didnt-meet-him-1645093726774,ThePrint,Thursday
K'taka Cong MLAs to protest overnight at Assembly over minister's remark,"Congress MLAs in Karnataka will protest overnight in the Assembly against minister KS Eshwarappa for saying that a saffron flag could be hoisted at Red Fort instead of the tricolour. Former CM and BJP leader BS Yediyurappa said they asked Opposition leaders to withdraw the protest, but they didn't agree. ""We will speak to them tomorrow again,"" he added.",2022-02-17,Shalini Ojha,https://www.thenewsminute.com/article/cong-mlas-protest-overnight-k-taka-assembly-over-eshwarappa-s-saffron-flag-remark-161104?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/02_feb/17_thu/img_1645117423155_532.jpg?,https://inshorts.com/en/news/ktaka-cong-mlas-to-protest-overnight-at-assembly-over-ministers-remark-1645119953654,The News Minute,Thursday
No farmer will have to pay electricity bill in UP if BJP wins: Shah,"While addressing a public meeting in Uttar Pradesh's Firozabad, Union Home Minister Amit Shah said that no farmer will have to pay electricity bills for the next five years if BJP is given another chance. He also commented on Samajwadi Party chief Akhilesh Yadav and said that his motto is to collect taxes and go on foreign vacations.",2022-02-17,Nakul Ahuja,https://aninews.in/news/national/politics/uttar-pradesh-election-no-farmer-needs-to-pay-electricity-bill-if-bjp-given-another-opportunity-says-amit-shah20220217155441/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/02_feb/17_thu/img_1645106452536_609.jpg?,https://inshorts.com/en/news/no-farmer-will-have-to-pay-electricity-bill-in-up-if-bjp-wins-shah-1645116761188,ANI News,Thursday
